NCU05782	CG7878
NCU09119	ATPsyngamma
NCU03394	bonsai
NCU01207	Vha68-3
NCU01207	Vha68-2
NCU01207	Vha68-1
NCU08689	FIG4
NCU01854	Chmp1
NCU01439	CG6287
NCU02027	CG18815
NCU08515	Vha55
NCU06727	SpdS
NCU05959	Vti1b
NCU05959	Vti1a
NCU07857	RpL34b
NCU07857	RpL34a
NCU03703	RpL17
NCU06842	l(2)k14710
NCU03261	U2af38
NCU08897	Sec61alpha
NCU08389	RpL18A
NCU06941	Pfdn6
NCU03004	Pdhb
NCU06035	eEF1beta
NCU06035	eEF1delta
NCU07678	Marc
NCU11406	Marc
NCU02556	Taf1
NCU04336	mRpL11
NCU05427	CG4538
NCU05516	Hcs
NCU04090	Npc1b
NCU04090	Npc1a
NCU04797	fbp
NCU01102	CG6404
NCU03062	CG3542
NCU06031	Prx6005
NCU01179	Tom40
NCU01179	tomboy40
NCU00657	Nse4
NCU05689	COX5BL
NCU05689	COX5B
NCU05347	His2Av
NCU03138	e(y)1
NCU09256	Atx2
NCU05400	Atx2
NCU04770	Trf
NCU04770	Tbp
NCU02538	zetaCOP
NCU09643	Cds
NCU03100	Pgd
NCU07446	Vha26
NCU05008	ND-ACP
NCU07381	Snm1
NCU03471	CG5281
NCU04806	mRpS7
NCU04216	Prat2
NCU04216	Prat
NCU06679	Caf1-55
NCU08861	mRpL27
NCU08217	SrpRbeta
NCU00035	mdy
NCU03991	mdy
NCU04144	mdy
NCU06048	RpS30
NCU09089	RpS30
NCU00565	Las
NCU08378	Usp12-46
NCU00898	CG3295
NCU00927	Klp61F
NCU02781	Arpc1
NCU06202	Nak
NCU08811	ArfGAP3
NCU07830	RpS14a
NCU07830	RpS14b
NCU03965	CG6420
NCU03302	RpL36
NCU02979	AMPdeam
NCU05753	TSG101
NCU07589	CG4210
NCU06003	CG1129
NCU05276	CG4645
NCU02771	Updo
NCU02123	CG17141
NCU00481	Ide
NCU02509	RpL11
NCU06749	mRpL3
NCU05288	Gdi
NCU07690	CG7560
NCU09545	CG7560
NCU04779	RpL7A
NCU05778	IscU
NCU07010	l(1)G0196
NCU11234	CG33786
NCU07826	RpS19a
NCU07826	RpS19b
NCU06336	CG6388
NCU06342	Pld
NCU10400	Pld
NCU03955	Pld
NCU01221	RpL13A
NCU05599	RpS28b
NCU05599	RpS28a
NCU03483	CG9279
NCU01713	TBCB
NCU01502	CG2260
NCU02511	CG8545
NCU10226	UK114
NCU09331	UK114
NCU07887	RnrS
NCU05861	CG6204
NCU09211	CG6204
NCU00959	SdhB
NCU00959	SdhBL
NCU09841	CG31469
NCU09841	CG14297
NCU09841	primo-1
NCU09841	primo-2
NCU00447	lace
NCU08618	Gie
NCU03565	RpL26
NCU03169	CG4887
NCU03169	CG4896
NCU01023	mRpL17
NCU09121	car
NCU01741	Bet1
NCU05515	CG1409
NCU05515	blp
NCU03954	gammaTub37C
NCU03954	gammaTub23C
NCU04449	GluProRS
NCU03387	Nsf2
NCU03387	comt
NCU03387	CG31495
NCU03269	Ptpa
NCU04810	Ptpa
NCU03269	CG2104
NCU04810	CG2104
NCU03269	CG8509
NCU04810	CG8509
NCU01498	CG42366
NCU02610	ctp
NCU02610	Cdlc2
NCU05164	sni
NCU16895	sni
NCU09262	sni
NCU07434	sni
NCU02923	sni
NCU06332	CG1882
NCU06743	RpS10a
NCU06743	RpS10b
NCU05459	CG4701
NCU07988	CG4701
NCU05459	nmd
NCU07988	nmd
NCU08071	mRpS16
NCU03350	ry
NCU01935	CG8314
NCU01935	Dnz1
NCU08985	Hacd1
NCU03936	CG4045
NCU09657	Gyf
NCU05588	Trf4-2
NCU05588	Trf4-1
NCU00065	CG3645
NCU02496	twe
NCU02496	stg
NCU02404	rump
NCU07153	CG17337
NCU05279	CG6000
NCU05279	CG12279
NCU05279	CG4456
NCU08380	CG5830
NCU07378	dop
NCU05064	ken
NCU05064	CG15812
NCU00629	Pfk
NCU06429	Actn
NCU03145	ZnT63C
NCU07709	ZnT63C
NCU03145	ZnT77C
NCU07709	ZnT77C
NCU11249	QC
NCU09018	QC
NCU11249	CG32413
NCU09018	CG32413
NCU11249	isoQC
NCU09018	isoQC
NCU11249	CG6168
NCU09018	CG6168
NCU02724	Mitf
NCU00498	Mocs1
NCU01954	mdlc
NCU07993	CG3793
NCU07496	E(z)
NCU01276	CG31730
NCU01276	Naa20B
NCU03310	Phb2
NCU03365	CG1463
NCU06654	CG9272
NCU01474	mRpL4
NCU03007	CG14641
NCU04721	CDase
NCU10359	CDase
NCU00294	RpL10Ab
NCU03826	eEF1gamma
NCU04784	Nup98-96
NCU01896	Nup98-96
NCU06939	CG2224
NCU05222	CG18467
NCU05222	CG6617
NCU06194	oys
NCU09897	Vha44
NCU06355	Tnpo-SR
NCU03223	CG33116
NCU01993	CG33116
NCU03223	CG7149
NCU01993	CG7149
NCU09649	CG1637
NCU08643	CG1637
NCU08023	garz
NCU02113	CG3473
NCU02113	ben
NCU04403	CG1172
NCU01390	CG8435
NCU03659	Cdk7
NCU10789	Hrd3
NCU02707	RpL6
NCU06738	Sec31
NCU05270	eIF5B
NCU08022	CG2100
NCU09862	CG2453
NCU04553	RpS27A
NCU04121	AP-1gamma
NCU06401	Pcd
NCU04523	Brf
NCU09247	Tif-IA
NCU00624	CG5484
NCU02109	mmy
NCU07927	CG4743
NCU01568	CG4743
NCU02083	fab1
NCU06843	RpL3
NCU09122	CG7220
NCU00258	RpS7
NCU00188	Aduk
NCU04519	twr
NCU01521	dj-1beta
NCU01521	DJ-1alpha
NCU07544	Bre1
NCU03095	Taf7
NCU03956	CG31702
NCU03956	CG31703
NCU03956	CG12498
NCU03956	Rtf1
NCU01120	mei-W68
NCU04633	sip3
NCU09436	asf1
NCU07608	Rpi
NCU02074	Ero1L
NCU00387	CG7840
NCU16525	CG7840
NCU08685	Pfas
NCU04780	CG8078
NCU07852	mRpL13
NCU03503	Alg2
NCU07829	RpL7
NCU12151	CG42395
NCU12151	CG4686
NCU16001	mt:ND2
NCU08620	RpS16
NCU04100	Drp1
NCU09808	Drp1
NCU09465	CG14701
NCU01992	gammaCOP
NCU02202	Ire1
NCU00413	RpL8
NCU08344	RpL31
NCU08471	ScsbetaG
NCU08471	ScsbetaA
NCU08990	RpL39
NCU04481	CG8520
NCU09352	Psi
NCU06768	mRpL16
NCU01236	slx1
NCU08291	FeCH
NCU05982	CG9249
NCU02422	Atg9
NCU01939	msk
NCU01827	RpL27
NCU02491	CG32640
NCU02491	CG32641
NCU03765	WRNexo
NCU05514	CG12404
NCU01317	RpL12
NCU16399	CG32069
NCU06594	CG6700
NCU04552	RpS26
NCU02757	mRpL2
NCU17177	Nmt
NCU08379	Sec61beta
NCU03988	RpL18
NCU02801	Tspo
NCU09709	CCT6
NCU01501	CG17327
NCU03713	NTPase
NCU05245	Pex12
NCU06677	Spase22-23
NCU00112	ApepP
NCU04119	Syx16
NCU02391	Sec24AB
NCU03177	Scox
NCU06260	mRNA-cap
NCU04172	CG10973
NCU04020	LysRS
NCU04087	CG1416
NCU00418	ND-B14
NCU01285	CG4324
NCU09767	CG4324
NCU02717	crn
NCU03890	CG8243
NCU04124	ct
NCU08926	Atg2
NCU06435	Rabex-5
NCU07301	Rabex-5
NCU01180	Usp5
NCU05777	Usp5
NCU01368	Prosbeta4R2
NCU01368	Prosbeta4R1
NCU01368	Prosbeta4
NCU06338	Top2
NCU05714	mRpL15
NCU07498	mus201
NCU03395	VhaAC39-1
NCU03738	RpS29
NCU06868	Sec24CD
NCU03397	ubl
NCU04303	AsnS
NCU04127	CG13426
NCU04127	Sec61gamma
NCU04127	CG8860
NCU03102	RpS11
NCU05554	RpL13
NCU03244	wds
NCU03782	Rpb11
NCU10847	Gcn5
NCU01323	SMC1
NCU01674	alphaSnap
NCU00117	Sec15
NCU09789	AdSS
NCU07779	twin
NCU03637	ste24c
NCU03637	CG7573
NCU03637	ste24b
NCU03637	ste24a
NCU07794	Fdx1
NCU06372	Uch
NCU02508	SmB
NCU09547	Usp39
NCU04221	Treh
NCU00943	Treh
NCU04221	CG6262
NCU00943	CG6262
NCU01571	CG12007
NCU07281	Pgi
NCU01516	Roe1
NCU02743	Vps26
NCU03441	Atg18b
NCU03441	Atg18a
NCU08579	Usp30
NCU01457	Usp30
NCU04137	Snx1
NCU02402	jnj
NCU16785	red
NCU16785	CG15471
NCU01227	Scsalpha1
NCU09810	Scsalpha1
NCU01227	Scsalpha2
NCU09810	Scsalpha2
NCU00034	ste14
NCU05927	waw
NCU02375	not
NCU06353	CG34424
NCU08944	vnc
NCU06698	Gyg
NCU07119	e
NCU04531	e
NCU08441	e
NCU03010	e
NCU07119	Aasdh
NCU04531	Aasdh
NCU08441	Aasdh
NCU03010	Aasdh
NCU09792	Ugalt
NCU01206	Set1
NCU01447	CG6244
NCU01447	CG40228
NCU09118	Top1
NCU02960	Pex5
NCU04503	ppan
NCU06877	CG6527
NCU06877	CG32485
NCU06877	CG32407
NCU06877	CG33523
NCU04203	GCS2alpha
NCU04636	Qtzl
NCU04636	Nfs1
NCU04074	ND-30
NCU06924	cn
NCU09659	NT5E-2
NCU09659	veil
NCU09659	CG30103
NCU09659	CG42249
NCU04078	T3dh
NCU00340	btd
NCU00340	Sp1
NCU08002	ChAT
NCU08002	CG5265
NCU08002	CRAT
NCU08002	CG5122
NCU09258	polo
NCU09258	CG9222
NCU03715	neb
NCU03715	Klp98A
NCU01019	enc
NCU06105	Gga
NCU08292	CG31321
NCU08292	CG15890
NCU08292	CG42514
NCU08292	CG30345
NCU08292	CG30344
NCU08292	CG8046
NCU08292	CG15553
NCU08292	CG8008
NCU02528	CG11180
NCU02524	RhoGAP92B
NCU01782	Epac
NCU03852	CG42684
NCU04944	CG14721
NCU00158	Prp18
NCU01322	TfIIEalpha
NCU01546	Coprox
NCU04345	CG9132
NCU00435	Vps2
NCU09450	Rpn2
NCU07757	mia
NCU07757	Taf6
NCU08040	APP-BP1
NCU09239	PCNA2
NCU09239	PCNA
NCU02615	TfIIA-L
NCU11372	CG15262
NCU11372	Rga
NCU04815	Glo1
NCU04595	Prpk
NCU09706	DNAlig1
NCU06481	DNAlig1
NCU08678	MCTS1
NCU05971	CG9581
NCU05971	CG32454
NCU02727	CG6415
NCU03579	CG1983
NCU02136	Taldo
NCU00714	Stip1
NCU06039	wap
NCU00410	eRF1
NCU03806	RpL27A
NCU01756	Arp3
NCU08856	CG6910
NCU08326	DPCoAC
NCU05876	ALiX
NCU08001	ALiX
NCU00879	CG10459
NCU00879	wmd
NCU04288	Rae1
NCU04288	CG12782
NCU06432	RpS12
NCU06764	Prosalpha2
NCU07261	Alg1
NCU05009	ND-23
NCU04339	CG13369
NCU04339	CG17010
NCU06103	mIF2
NCU04790	eRF3
NCU05810	Rack1
NCU06089	tos
NCU02555	Bap55
NCU02004	aay
NCU07965	CG10166
NCU09864	CG8199
NCU03304	Prosbeta3
NCU08607	CG7011
NCU00078	CG32512
NCU04755	bma
NCU04755	CG1951
NCU00119	CG31678
NCU17017	CG9240
NCU07926	GlnRS
NCU07991	CG10103
NCU04470	CG11050
NCU00650	l(3)72Dn
NCU09128	Sym
NCU00595	CG4968
NCU01199	Syx6
NCU09257	CG13601
NCU09257	CG43999
NCU09257	CG43998
NCU09218	Tgs1
NCU03050	Arpc2
NCU06812	PAPLA1
NCU12114	PAPLA1
NCU08963	RpL30
NCU01453	Rab18
NCU01013	Pbgs
NCU07367	Rpt4R
NCU07367	Rpt4
NCU06712	Prosalpha6
NCU06712	Prosalpha6T
NCU02162	Surf1
NCU01468	eIF2Bdelta
NCU02226	CG11334
NCU03024	Vps53
NCU00232	RNaseZ
NCU07319	beta'COP
NCU01435	Cdk9
NCU04344	eIF2Balpha
NCU01643	Rat1
NCU02108	CG31126
NCU02943	ttm3
NCU02943	ttm50
NCU02943	ttm2
NCU07700	eEF2
NCU02591	rasp
NCU03039	LS2
NCU03039	U2af50
NCU09120	Su(var)3-3
NCU10046	UbcE2H
NCU10067	Rpn12R
NCU10067	Rpn12
NCU07864	CG9123
NCU07864	CG12608
NCU03217	Letm1
NCU01950	Slu7
NCU04313	CG1750
NCU02322	CG8417
NCU07165	CG8417
NCU08993	CG2747
NCU06308	mtRNApol
NCU02349	Uggt
NCU09139	Tbce
NCU03311	CstF64
NCU03341	Sec6
NCU08273	CG15270
NCU08273	Axs
NCU03827	mRpS9
NCU06284	Vps35
NCU02541	CG33303
NCU07419	PSR
NCU07576	Taz
NCU08295	La
NCU02294	CG11753
NCU07832	Prp8
NCU07936	Naa15-16
NCU11174	Trs20
NCU07300	CG17486
NCU02157	CG32174
NCU11251	U4-U6-60K
NCU10061	Prosalpha1
NCU10061	CG30382
NCU16003	mt:CoIII
NCU16025	mt:ATPase6
NCU00136	CG4610
NCU07693	chb
NCU00634	RpL14
NCU07721	Rpn1
NCU07550	Tpi
NCU06856	Ufd1-like
NCU06666	Inos
NCU05301	Nsun2
NCU07717	RPA2
NCU04022	CG6769
NCU09608	CG13690
NCU09747	VhaPPA1-2
NCU09747	VhaPPA1-1
NCU05943	pps
NCU02475	CG3999
NCU03359	YME1L
NCU09220	Mon1
NCU04241	CG5745
NCU00489	RpS3
NCU02802	CG1628
NCU06929	Spt5
NCU00564	mRpS14
NCU02414	eIF2Bepsilon
NCU02629	CG11089
NCU03150	RpL24
NCU04943	Membrin
NCU09475	RpS5b
NCU09475	RpS5a
NCU07734	ArfGAP1
NCU06113	CG5902
NCU01412	CG7470
NCU03556	PMP34
NCU07578	PMP34
NCU00316	PMP34
NCU07408	RpLP0
NCU01744	CG9674
NCU00170	Tpr2
NCU05606	GCS2beta
NCU05606	CG7685
NCU01422	mbf1
NCU00592	Cwc25
NCU02808	Nup62
NCU09308	CG14231
NCU02829	Pmm2
NCU03876	eIF3i
NCU01658	Rbcn-3A
NCU02797	UGP
NCU04301	Pex19
NCU01792	p23
NCU01792	Hacd2
NCU06314	cbc
NCU06428	CG6745
NCU04651	CG17556
NCU04651	CG3678
NCU01452	RpS3A
NCU07182	RpS24
NCU06212	Trs33
NCU00470	Rad9
NCU03911	cpa
NCU05261	Lon
NCU00315	RpL29
NCU03710	CG8195
NCU02510	Chc
NCU03757	RpL4
NCU01552	RpS23
NCU00414	CG3809
NCU00414	AdenoK
NCU03798	CG31229
NCU05454	Gpo3
NCU05454	Gpo2
NCU05454	Gpo1
NCU03571	Pdk1
NCU07562	RpL37A
NCU08046	eIF3g2
NCU08046	eIF3g1
NCU09993	dom
NCU03061	pix
NCU08151	CG9601
NCU00535	CG10802
NCU00421	Snr1
NCU07893	Snr1
NCU00664	CG9667
NCU07071	Rcd-1r
NCU07071	Rcd-1
NCU05942	Prosalpha3
NCU05942	Prosalpha3T
NCU07831	eIF3c
NCU02536	CG7277
NCU11263	CG12099
NCU09816	Cyt-c1L
NCU09816	Cyt-c1
NCU08605	Prosbeta2R1
NCU08605	Prosbeta2
NCU09063	glu
NCU01791	Vps24
NCU06892	RpS20
NCU01115	CG31812
NCU04429	CG33331
NCU07465	Mpcp2
NCU07465	Mpcp1
NCU09461	or
NCU00896	Sac1
NCU10346	Smr
NCU08627	RpS21
NCU00810	CG15117
NCU05956	CG15117
NCU00985	CG15117
NCU00810	betaGlu
NCU05956	betaGlu
NCU00985	betaGlu
NCU03362	Sc2
NCU09161	pelo
NCU11228	Rich
NCU03122	Atg6
NCU01397	CG7857
NCU06754	Rchy1
NCU03823	CG32649
NCU03438	Arpc5
NCU03737	mEFTu1
NCU08927	ifc
NCU11209	Vps28
NCU01367	U3-55K
NCU05757	NitFhit
NCU04584	Ssb-c31a
NCU03922	Hmgs
NCU01331	hoip
NCU02965	Orc1
NCU01441	CG8891
NCU03204	CG17683
NCU01776	RpL15
NCU00913	PIG-Wa
NCU00913	PIG-Wb
NCU03854	Dtd
NCU02729	nclb
NCU02611	CG3335
NCU03970	CG2846
NCU09006	Aos1
NCU07082	AspRS
NCU00915	AspRS
NCU05650	CG32164
NCU05650	CG32165
NCU11288	Dip-C
NCU00154	Dip-C
NCU08502	RpS6
NCU08940	UQCR-14L
NCU08940	UQCR-14
NCU07411	mus301
NCU07411	mus308
NCU05594	CG3397
NCU05594	CG12224
NCU05594	CG18547
NCU08008	capt
NCU07543	Bdp1
NCU08561	sea
NCU05075	sea
NCU03234	Ubr1
NCU05418	CG8005
NCU10292	l(3)02640
NCU04044	ND-51L1
NCU04044	ND-51
NCU04044	ND-51L2
NCU03953	ND-20
NCU03953	ND-20L
NCU02974	CG6488
NCU04307	slmo
NCU01606	ATPsynO
NCU06732	CG10602
NCU00617	viaf
NCU09740	fry
NCU03548	eIF2Bgamma
NCU02357	Karybeta3
NCU05363	Rpt6R
NCU05363	Rpt6
NCU02507	Mpc1
NCU08794	Mpc1
NCU06038	mRpL36
NCU08500	RpS8
NCU07942	Nnp-1
NCU17186	cin
NCU09746	cin
NCU06767	Gnf1
NCU06532	Dhod
NCU04318	Dhod
NCU08445	CG6766
NCU01114	Ntmt
NCU01936	DNApol-eta
NCU03819	Sec16
NCU02571	CG10932
NCU09732	CG10932
NCU09227	CG4069
NCU01550	Adk2
NCU11311	Tim8
NCU04110	SF1
NCU02063	CG7791
NCU03661	Tbc1d15-17
NCU08268	Tap42
NCU05796	Bet3
NCU07624	Sirt6
NCU07624	Sirt7
NCU02495	CG7741
NCU02260	Rpt3
NCU02260	Rpt3R
NCU07773	CG5757
NCU07172	Cdk8
NCU00466	GluRS-m
NCU02534	ND-49
NCU16028	mt:CoII
NCU04280	CG4706
NCU02366	CG4706
NCU04280	Acon
NCU02366	Acon
NCU06558	CG11236
NCU03131	CG11236
NCU06558	CG12338
NCU03131	CG12338
NCU03246	cdc14
NCU03767	CG4908
NCU03921	CG4908
NCU03231	CG4908
NCU03130	CG9515
NCU07814	CG11475
NCU07814	CG11474
NCU07814	CG4161
NCU07814	CG2921
NCU06330	CG10089
NCU04837	CG9582
NCU04837	CG5254
NCU00166	CG3663
NCU00166	CG11333
NCU03292	SPoCk
NCU03330	CG5916
NCU04514	CG5916
NCU08138	Cchl
NCU07297	Pcl
NCU00239	DIP2
NCU03266	Lim1
NCU01241	aralar1
NCU09837	aralar1
NCU16927	aralar1
NCU06744	Usf
NCU02719	Usf
NCU08999	Usf
NCU07884	CG8323
NCU07884	CG18327
NCU07884	CG18324
NCU04048	Adgf-B
NCU04642	Adgf-B
NCU04048	Adgf-E
NCU04642	Adgf-E
NCU04048	Adgf-A
NCU04642	Adgf-A
NCU04048	Adgf-A2
NCU04642	Adgf-A2
NCU04048	Adgf-C
NCU04642	Adgf-C
NCU04048	Adgf-D
NCU04642	Adgf-D
NCU01962	CG14077
NCU01962	COX6AL
NCU01962	levy
NCU06347	Eps-15
NCU09469	Eps-15
NCU01161	Cip4
NCU02131	RhoGEF64C
NCU00668	RhoGEF64C
NCU00549	se
NCU00549	GstO1
NCU00549	GstO2
NCU00549	GstO3
NCU04427	CG8176
NCU09832	CG31915
NCU05138	CG31915
NCU07062	CG32944
NCU03281	Ctr1B
NCU03281	Ctr1A
NCU03281	Ctr1C
NCU07389	cnk
NCU00455	cnk
NCU00570	CG33785
NCU08342	CSN7
NCU04405	mago
NCU04455	CG10341
NCU10810	CG1646
NCU07746	Dpit47
NCU06340	Dpit47
NCU11357	Prp19
NCU09299	ND-B16.6
NCU00348	Phf5a
NCU02776	Cdc6
NCU04548	DNApol-epsilon255
NCU04166	Ns3
NCU04414	Rpt5
NCU00407	Haspin
NCU06622	U2A
NCU11409	CG11403
NCU02284	l(1)G0020
NCU02605	Rpb10
NCU05452	Sf3b2
NCU09090	Ppcs
NCU00924	PIG-U
NCU01198	Gle1
NCU09488	Mys45A
NCU02152	CG7185
NCU10853	CG7028
NCU00178	CG3587
NCU10721	meigo
NCU04463	Nup154
NCU08421	CG30349
NCU03794	CG12325
NCU02706	Gos28
NCU04598	Ccz1
NCU07805	mal
NCU02777	mal
NCU03011	mal
NCU08609	PGAP3
NCU05592	CG5823
NCU02223	Taf12
NCU01183	CG6195
NCU01947	CG43783
NCU01601	LSm1
NCU02224	Rpn3
NCU03625	SmD3
NCU07698	Sec5
NCU09512	LSm3
NCU07947	CG6299
NCU01201	CG12975
NCU00467	CSN5
NCU03657	GCS1
NCU07002	tho2
NCU04159	Bka
NCU06433	CG11858
NCU00220	MED10
NCU04256	CG31694
NCU01637	Prp3
NCU00405	GlyRS
NCU09365	Ythdc1
NCU09203	CG9915
NCU09216	Dad1
NCU03435	Upf3
NCU09318	Fancm
NCU00366	eIF5
NCU09869	Sec3
NCU09025	GatB
NCU09367	PI4KIIIalpha
NCU01272	CG3107
NCU02396	Alr
NCU05608	Tor
NCU02353	CG4603
NCU03558	sun
NCU03558	ATPsynepsilonL
NCU01919	Usp14
NCU09381	CG15605
NCU09381	CG5515
NCU03559	UQCR-C2
NCU05813	mRpL22
NCU01524	CG11583
NCU04508	Rpb12
NCU02840	Rpt1
NCU05295	Prosalpha5
NCU10049	Atg12
NCU08030	Rpb8
NCU02256	Rrp6
NCU00115	CG1142
NCU04648	Nadsyn
NCU03962	skd
NCU03839	kin17
NCU05423	Tfb1
NCU06243	CG15747
NCU06821	unc-45
NCU06943	Nop56
NCU09572	Arpc3B
NCU09572	Arpc3A
NCU06960	Echs1
NCU06448	Echs1
NCU02533	CG3756
NCU03479	Cpsf73
NCU10066	alphaCOP
NCU04611	Spt6
NCU02325	bur
NCU03708	CG5013
NCU04775	CG5013
NCU00005	GPHR
NCU03704	Uch-L5
NCU03704	Uch-L5R
NCU09809	CG42496
NCU09503	mus101
NCU03597	DNApol-alpha73
NCU01455	Srp72
NCU09192	Pis
NCU02477	CG5114
NCU06118	CG11123
NCU03393	sta
NCU08888	beta-PheRS
NCU00712	Hmgcr
NCU03799	Bx42
NCU04149	CG18528
NCU04059	Mtor
NCU00169	Sec63
NCU02631	CG32318
NCU02631	Psf1
NCU08875	Cand1
NCU08663	Nmd3
NCU07262	ZnT86D
NCU11012	RpII18
NCU05422	Vps11
NCU03268	Rrp46
NCU04187	CG7907
NCU04187	Cbp80
NCU01515	RpII33
NCU10053	Ts
NCU03491	Caper
NCU01429	CG11899
NCU01379	Nipped-A
NCU04252	Slh
NCU00359	Gas41
NCU08554	dod
NCU06029	Ppat-Dpck
NCU08731	APC10
NCU03610	UbcE2M
NCU06354	SmE
NCU06367	CG3652
NCU02604	l(2)05287
NCU08388	PCID2
NCU16773	PCID2
NCU00213	Cdc27
NCU01224	Rpt2
NCU04855	CG11710
NCU03229	CG11779
NCU07604	CG12259
NCU06447	CG11857
NCU03539	RnrL
NCU04281	Lst8
NCU09880	SNRPG
NCU06883	CG17168
NCU08767	RIOK1
NCU00693	Rrp40
NCU10169	CG4957
NCU16657	TrpRS-m
NCU11215	CG5555
NCU05419	CG10399
NCU09510	PIG-L
NCU00369	Dpck
NCU00930	Tim10
NCU04063	Sec13
NCU04010	beg
NCU02105	THG
NCU00901	rad50
NCU03692	CG11596
NCU01675	CG2691
NCU03492	fa2h
NCU04535	msps
NCU02417	Naa30B
NCU02417	Naa30A
NCU05267	Upf2
NCU06226	RpL23A
NCU01021	eIF3f1
NCU01021	eIF3f2
NCU08277	eIF2alpha
NCU03321	CG5033
NCU03652	CG7376
NCU10762	CG5287
NCU00173	CG4390
NCU08893	mRpL1
NCU00956	CG17219
NCU03635	RpL38
NCU08485	CG3436
NCU05797	CG3436
NCU04306	und
NCU07726	CG9286
NCU06141	CG5037
NCU06254	CG33057
NCU04177	Urm1
NCU02203	CG11414
NCU03778	SmD2
NCU03030	TyrRS-m
NCU01820	emb
NCU00107	CG5131
NCU12023	mRpS2
NCU04838	CG8060
NCU16757	CG4038
NCU01315	sxc
NCU03396	nop5
NCU00302	CG10425
NCU01288	xmas-2
NCU03191	Rep
NCU08687	Galk
NCU07516	CG1317
NCU07774	Pu
NCU00505	SmD1
NCU04640	eIF2beta
NCU01225	Ubc4
NCU00621	raptor
NCU06758	Wdr62
NCU04541	Vps60
NCU05593	CG7639
NCU01803	Ate1
NCU01547	Rpn8
NCU03009	CG10565
NCU03797	Usp7
NCU07509	betaggt-II
NCU06405	NC2alpha
NCU00334	Rrp45
NCU05292	rngo
NCU11222	CG6686
NCU05217	CG6833
NCU02966	Tango4
NCU05305	Rpb5
NCU04041	CG9143
NCU08553	RpII15
NCU00137	mtSSB
NCU03971	Rnmt
NCU03907	CG14543
NCU16790	CG6220
NCU16790	hyx
NCU01907	Syx5
NCU04331	RpL5
NCU00660	GatA
NCU16778	CG9005
NCU08946	l(2)37Cc
NCU07699	swm
NCU02467	CG10466
NCU07679	SMC2
NCU01174	CG31687
NCU01174	Cdc23
NCU05078	Pcmt
NCU00560	CG14805
NCU03859	CG11980
NCU03787	l(2)37Cd
NCU00422	CG10576
NCU03488	r-l
NCU02499	CG8206
NCU02499	CG12379
NCU00396	Sf3b3
NCU03759	MetRS-m
NCU06569	rb
NCU04302	lwr
NCU02678	CG10053
NCU01512	PheRS-m
NCU08035	Vha36-1
NCU08035	Vha36-3
NCU07004	TBCD
NCU03038	RpS13
NCU07654	Fip1
NCU00962	kto
NCU16396	Ppox
NCU01169	ND-24
NCU01169	ND-24L
NCU03814	LeuRS-m
NCU03598	Mfap1
NCU07057	mRpL41
NCU01928	Faf2
NCU01118	Sgt1
NCU00040	eIF3a
NCU06371	Suv3
NCU09485	CG2918
NCU03695	Pisd
NCU17108	CG14512
NCU09058	CG8778
NCU01175	Fpps
NCU06718	snama
NCU00464	RpL32
NCU03344	Alg14
NCU02374	Rpn9
NCU07380	eIF3d2
NCU07380	eIF3d1
NCU09250	CG42375
NCU01553	Coq2
NCU04328	CG15141
NCU09748	TfIIA-S-2
NCU09748	TfIIA-S
NCU02639	Ass
NCU02723	CG33635
NCU01595	CG7275
NCU01701	CG11594
NCU07457	mus81
NCU04404	betaCOP
NCU08729	Taf10b
NCU08729	Taf10
NCU02585	AspRS-m
NCU02127	Mccc2
NCU06441	D2hgdh
NCU05525	Tango2
NCU09866	ctrip
NCU04040	CG7009
NCU04040	CG5220
NCU11085	Trs23
NCU16845	Alg10
NCU05944	MED7
NCU07360	Hsc20
NCU05783	CG3149
NCU08951	NHP2
NCU02017	NC2beta
NCU04101	CG7611
NCU03838	spt4
NCU10430	Vps20
NCU10397	fwd
NCU02650	Rpn5
NCU08162	CG9510
NCU05988	Wbp2
NCU06726	CG8132
NCU09313	Sec10
NCU06606	RFeSP
NCU12112	CG11447
NCU00416	l(2)k10201
NCU07885	CG3515
NCU07885	Wdr82
NCU05250	Nipped-B
NCU06585	Xpc
NCU12087	Xpc
NCU09658	CG5290
NCU00597	CG12128
NCU03276	Bem46
NCU10155	DNApol-epsilon58
NCU08507	Zpr1
NCU01725	CG10927
NCU02208	eIF3b
NCU03564	Fen1
NCU06191	Gss1
NCU06191	Gss2
NCU01443	SerRS
NCU07683	CG17768
NCU01765	ND-75
NCU04569	CG4752
NCU10351	Pdxk
NCU03317	gny
NCU07563	CG2604
NCU07563	CG5167
NCU05999	CG17565
NCU06438	hay
NCU02232	DNApol-alpha50
NCU07733	CG7834
NCU00210	Cbp20
NCU01563	CycC
NCU00920	IleRS-m
NCU11353	CG3534
NCU11353	CG3544
NCU02082	Cpsf160
NCU03087	CHORD
NCU02225	SIDL
NCU00736	Uba4
NCU04817	CG3803
NCU00777	CG10903
NCU11053	CG9588
NCU08973	Ykt6
NCU04787	Aatf
NCU03816	HemK1
NCU00517	Rad17
NCU08416	Sirup
NCU08416	CG15283
NCU16016	mt:CoI
NCU07756	CG6629
NCU07756	SdhC
NCU03001	Rcc1
NCU05513	Rcc1
NCU08276	sws
NCU05750	rnh1
NCU03037	CG33060
NCU03037	Dpy-30L1
NCU03037	Dpy-30L2
NCU09101	CG9706
NCU04534	Lis-1
