NCU05782	Ddx43
NCU09001	Cnot7
NCU09001	Cnot8
NCU07542	Rad23b
NCU07542	Rad23a
NCU03973	Gpt2
NCU03973	Gpt
NCU03033	Nfya
NCU03033	Nfya
NCU06144	Kif18b
NCU06144	Kif18a
NCU02617	Klhdc3
NCU08791	Cat
NCU00355	Cat
NCU05169	Cat
NCU08267	Ascc3
NCU02685	Snrnp200
NCU10058	Pgm1
NCU10058	Pgm1
NCU10058	Pgm5
NCU08228	Ugdh
NCU04936	Ugdh
NCU00469	Sergef
NCU02090	Aprt
NCU05837	Vps13c
NCU05837	Vps13a
NCU01333	Tm7sf2
NCU08762	Tm7sf2
NCU01333	Lbr
NCU08762	Lbr
NCU01195	Glud1
NCU06880	Prdx5
NCU05850	Aifm3
NCU01119	Lss
NCU06380	Slc39a7
NCU06380	Slc39a13
NCU05273	Vps52
NCU04623	Gm1110
NCU00642	Gm1110
NCU04623	Glb1l2
NCU00642	Glb1l2
NCU04623	Glb1l3
NCU00642	Glb1l3
NCU04623	Glb1l
NCU00642	Glb1l
NCU04623	Glb1
NCU00642	Glb1
NCU07719	Idi1
NCU07719	Idi2
NCU07719	Gm9745
NCU00066	Cwc22
NCU00066	Gm13693
NCU00066	Gm13697
NCU00066	Gm13695
NCU00066	Gm13696
NCU00066	Gm13694
NCU00066	Gm13691
NCU00066	Gm13698
NCU02250	Atp5g2
NCU16027	Atp5g2
NCU02250	Atp5g1
NCU16027	Atp5g1
NCU02250	Atp5g3
NCU16027	Atp5g3
NCU02514	Atp5a1
NCU02514	Atp5a1
NCU01692	Csl
NCU01692	Cs
NCU08336	Sdha
NCU04370	Uba6
NCU04370	Gm20661
NCU04370	Uba7
NCU04370	Uba1y
NCU04370	Uba1
NCU00958	Pptc7
NCU02563	Tcea1
NCU02563	Tcea2
NCU02563	Tcea3
NCU06586	Zfand2b
NCU06586	Zfand2a
NCU06586	Zfand1
NCU00706	Rpl36a
NCU00706	Rpl36a-ps1
NCU00706	Rpl36al
NCU00706	Gm6525
NCU08135	Msh6
NCU08115	Msh3
NCU03523	Camkk1
NCU06177	Camkk1
NCU03523	Camkk2
NCU06177	Camkk2
NCU03335	Dnajb12
NCU03335	Dnajb14
NCU03335	Dnajc18
NCU00720	Ldha
NCU00720	Ldhc
NCU00720	Ldhal6b
NCU00720	Ldhb
NCU09871	Cetn3
NCU16374	Acyp1
NCU16374	Acyp2
NCU00148	Hsd17b1
NCU06716	Hsd17b1
NCU16596	Hsd17b1
NCU04592	Hsd17b1
NCU02922	Hsd17b1
NCU07904	Hsd17b1
NCU00148	Rdh8
NCU06716	Rdh8
NCU16596	Rdh8
NCU04592	Rdh8
NCU02922	Rdh8
NCU07904	Rdh8
NCU07872	Dyrk4
NCU06638	Dyrk4
NCU07872	Dyrk2
NCU06638	Dyrk2
NCU07872	Dyrk3
NCU06638	Dyrk3
NCU09264	Apip
NCU07558	Rmnd1
NCU08370	Rmnd1
NCU02271	Rmnd1
NCU06910	Wscd1
NCU02061	Wscd1
NCU04170	Wscd1
NCU00039	Wscd1
NCU05935	Wscd1
NCU03646	Wscd1
NCU06910	Wscd2
NCU02061	Wscd2
NCU04170	Wscd2
NCU00039	Wscd2
NCU05935	Wscd2
NCU03646	Wscd2
NCU09237	Pcbp4
NCU06251	Pcbp4
NCU09237	Pcbp2
NCU06251	Pcbp2
NCU09237	Pcbp1
NCU06251	Pcbp1
NCU09237	Pcbp3
NCU06251	Pcbp3
NCU00356	Slc29a1
NCU00356	Slc29a2
NCU00356	Slc29a3
NCU00356	Slc29a4
NCU03804	Ppp3ca
NCU03804	Ppp3cb
NCU03804	Ppp3cc
NCU03388	Nphs2
NCU03388	Stoml3
NCU03388	Stom
NCU09492	Dock4
NCU09492	Dock3
NCU09492	Dock1
NCU09492	Dock5
NCU09492	Dock2
NCU02451	Higd2a
NCU02451	Higd1a
NCU02451	Higd1c
NCU02451	Higd1b
NCU02515	Dpp10
NCU02515	Dpp4
NCU02515	Fap
NCU08960	LO018689.5
NCU08960	Rplp1
NCU08960	Gm5244
NCU10388	Ppil3
NCU00578	Ppil1
NCU08312	Stxbp3
NCU08312	Stxbp2
NCU08312	Stxbp1
NCU11181	Sar1b
NCU11181	Sar1a
NCU06661	Rpl22l1
NCU06661	Rpl22
NCU04326	Wee1
NCU04326	Wee2
NCU04326	Pkmyt1
NCU00971	Rps15
NCU05244	Acot13
NCU05522	Acot13
NCU02887	Kcnab2
NCU02887	Kcnab1
NCU02887	Kcnab3
NCU10852	Hexb
NCU10852	Hexa
NCU06396	Golt1b
NCU06396	Gm28040
NCU06396	Golt1a
NCU02423	Gm16867
NCU02423	Slc25a37
NCU02423	Slc25a28
NCU08166	Mcu
NCU08166	Mcub
NCU00177	Gart
NCU00087	Pgls
NCU05274	Eif5a
NCU05274	Eif5a2
NCU11370	Glyr1
NCU09377	Ppp2r2d
NCU09377	Ppp2r2a
NCU09377	Ppp2r2b
NCU09377	Ppp2r2c
NCU03148	Btf3
NCU03148	Gm20075
NCU03148	Btf3l4
NCU08983	Papolg
NCU08983	Papola
NCU08983	Papolb
NCU08003	Smarcc2
NCU08003	Smarcc1
NCU03711	Rab7
NCU01539	Tgfbrap1
NCU01539	Vps39
NCU01990	Tmem165
NCU02091	Edem2
NCU02091	Edem3
NCU02091	Edem1
NCU04509	Hint2
NCU06876	Hint2
NCU04509	Hint1
NCU06876	Hint1
NCU01705	Alkbh8
NCU06777	Stx7
NCU01704	Gm45808
NCU01704	Dhdh
NCU02737	Chac2
NCU02043	Desi2
NCU02043	Desi2
NCU02407	Dld
NCU02566	Aars2
NCU02566	Aars
NCU03857	Idh1
NCU07914	Pgk2
NCU07914	Pgk1
NCU04259	Adck1
NCU08195	Rars2
NCU03114	Ssu72
NCU03347	Kyat1
NCU03347	Kyat3
NCU05196	Dnaja3
NCU06005	Gk2
NCU06005	Gk
NCU06005	Gykl1
NCU02394	Tldc2
NCU02394	Oxr1
NCU02394	Ncoa7
NCU06542	Mrps12
NCU08218	Zdhhc17
NCU08218	Zdhhc13
NCU02181	Gm15013
NCU02181	Rps4x
NCU08275	Hdc
NCU08275	Ddc
NCU02543	Tat
NCU07181	Eef2kmt
NCU06780	Trmt2b
NCU06780	Trmt2a
NCU06780	Trmt2a
NCU07384	Slc25a19
NCU00538	Tut4
NCU00538	Tut7
NCU02466	Wdr45
NCU02466	Wdr45b
NCU03924	Mdc1
NCU00556	Rbpms2
NCU00556	Rbpms
NCU02420	Spast
NCU03572	Smarcd3
NCU03572	Smarcd2
NCU03572	Smarcd1
NCU01747	Gpcpd1
NCU06914	Hars
NCU06914	Hars2
NCU06389	4930415L06Rik
NCU06389	4932429P05Rik
NCU06389	Ppp4r3b
NCU06389	Ppp4r3a
NCU06969	Pten
NCU01100	Nsfl1c
NCU01100	Ubxn2b
NCU02936	Prodh2
NCU02936	Prodh
NCU02936	Prodh
NCU01454	Abhd11
NCU09708	Pdcd2l
NCU04191	Dxo
NCU08094	Ovca2
NCU08691	Ovca2
NCU07681	Atp6v0e
NCU07681	Atp6v0e2
NCU09290	Psmb6
NCU06836	Acss1
NCU01670	Ppp1r11
NCU01271	Gm853
NCU01271	Azin2
NCU01271	Odc1
NCU01271	Azin1
NCU08779	Ppp1r3d
NCU08779	Ppp1r3b
NCU08779	Ppp1r3c
NCU09135	Plcxd1
NCU08982	Plcxd1
NCU07083	Plcxd1
NCU06112	Gad2
NCU06112	Gad1
NCU06112	Gadl1
NCU06112	Csad
NCU09142	Dync1i1
NCU09142	Dync1i2
NCU00566	Vamp4
NCU00566	Vamp3
NCU00566	Vamp1
NCU00566	Vamp2
NCU07024	Mapk11
NCU07024	Mapk14
NCU07024	Mapk13
NCU07024	Mapk12
NCU06701	Rfx4
NCU06701	Rfx6
NCU06701	Rfx1
NCU06701	Rfx2
NCU06701	Rfx3
NCU01166	Prkar1a
NCU01166	Prkar1b
NCU01166	Prkar2b
NCU01166	Prkar2a
NCU07688	Chn2
NCU07688	Chn1
NCU06032	Slc27a2
NCU06032	Slc27a6
NCU06032	Slc27a4
NCU06032	Slc27a1
NCU03386	Leng1
NCU01078	Ctbp1
NCU01078	Ctbp2
NCU03149	Adat1
NCU03149	Adarb1
NCU03149	Adarb2
NCU06717	Asna1
NCU06788	Morf4l2
NCU06787	Morf4l2
NCU06788	Morf4l1
NCU06787	Morf4l1
NCU07382	Lsm2
NCU00552	Retsat
NCU08034	Snrpa
NCU02780	Snrpa
NCU08034	Snrpb2
NCU02780	Snrpb2
NCU06431	Rps15a
NCU01366	Senp6
NCU01366	Senp7
NCU00182	Tmem87b
NCU00182	Tmem87a
NCU03309	Nedd8
NCU06561	Arhgdia
NCU06561	Arhgdib
NCU06561	Arhgdig
NCU08964	Rpl10-ps3
NCU08964	Rpl10
NCU08964	Rpl10l
NCU09731	Ube2b
NCU07665	Ube2b
NCU09731	Ube2a
NCU07665	Ube2a
NCU07986	Serinc3
NCU07986	Serinc1
NCU07986	Serinc2
NCU00242	Stx8
NCU01575	Stx8
NCU02305	Pdss1
NCU07874	Tia1
NCU07874	Tial1
NCU07528	Pus1
NCU06741	Cox6b2
NCU06741	Cox6b1
NCU01808	Cyct
NCU01808	Cycs
NCU01808	Gm10053
NCU06080	Rtn4ip1
NCU05887	Rtn4ip1
NCU04940	Rtn4ip1
NCU08768	Rtn4ip1
NCU09674	Comtd1
NCU03366	Lsm14b
NCU03366	Lsm14a
NCU03280	Nudt7
NCU03280	Nudt8
NCU03280	Gm49405
NCU03214	Kdelr3
NCU06771	Kdelr3
NCU03214	Kdelr1
NCU06771	Kdelr1
NCU03214	Kdelr2
NCU06771	Kdelr2
NCU08877	Gcsh
NCU02744	Rpl9-ps6
NCU02744	Rpl9-ps1
NCU02744	Rpl9
NCU10497	Stt3a
NCU10497	Stt3b
NCU00490	Nipa2
NCU01420	Cmbl
NCU01061	Cmbl
NCU08221	Cmbl
NCU07127	Cmbl
NCU08535	Acaca
NCU08535	Acacb
NCU04042	Ppcdc
NCU04237	Ppcdc
NCU08190	Lancl2
NCU08190	Lancl1
NCU08190	Lancl3
NCU00403	Tgds
NCU01981	Eif1b
NCU01981	Eif1
NCU05227	Pomp
NCU00519	Rpe
NCU07880	Cdk11b
NCU07880	Cdk10
NCU06618	Nln
NCU06618	Thop1
NCU02573	Ciao2a
NCU08934	Mettl7b
NCU08934	Mettl7a1
NCU08934	Mettl7a2
NCU08934	Mettl7a3
NCU08934	Methig1
NCU06866	Nars2
NCU04073	Cnot4
NCU00056	Oxsm
NCU00194	Oat
NCU03576	Cab39l
NCU03576	Cab39
NCU07014	Rps17
NCU03606	Rpa1
NCU16020	mt-Nd4
NCU09476	Rps25
NCU03690	Tnpo1
NCU03690	Tnpo2
NCU01282	Chmp4b
NCU01282	Chmp4c
NCU00147	Adi1
NCU00979	Rplp2
NCU02079	Cks2
NCU02079	Cks1brt
NCU02079	Cks1b
NCU00081	Top3b
NCU00081	Top3a
NCU00075	Dnajc15
NCU00075	Dnajc19
NCU05429	Gbe1
NCU10498	Gm2000
NCU10498	Rpl35
NCU00300	Pqlc2
NCU09195	Pqlc2
NCU07289	Gtf2b
NCU06300	Guk1
NCU07478	Slc25a39
NCU07478	Slc25a40
NCU06721	Mtrf1
NCU06721	Mtrf1l
NCU10008	Fh1
NCU01247	Stag3
NCU01247	Stag1
NCU01247	Stag2
NCU01083	Amd1
NCU01083	Amd2
NCU03966	Rhot2
NCU03966	Gm20683
NCU03966	Rhot1
NCU04459	Tada2b
NCU04459	Tada2a
NCU03137	Lpin2
NCU03137	Lpin1
NCU03137	Lpin3
NCU01757	Tasp1
NCU05624	Asrgl1
NCU04800	Ube3c
NCU04800	Ube3b
NCU02230	Msh2
NCU02348	Rad54l
NCU06511	Pum1
NCU01760	Pum1
NCU06511	Pum1
NCU01760	Pum1
NCU06511	Pum2
NCU01760	Pum2
NCU07366	Gfpt1
NCU07366	Gfpt2
NCU04116	Rprd1a
NCU04116	Rprd1b
NCU09489	Tigar
NCU06440	Psma7
NCU06440	Psma8
NCU08668	Abt1
NCU06530	Ppt1
NCU09730	Kif5c
NCU09730	Kif5a
NCU09730	Kif5b
NCU07058	Utp14b
NCU07058	Utp14a
NCU03155	Mpc2
NCU09721	Ap1b1
NCU05232	Ap1b1
NCU09721	Ap2b1
NCU05232	Ap2b1
NCU05523	Gtf2h4
NCU07937	Sphk2
NCU07937	Sphk1
NCU03702	Fbl
NCU03702	Fbll1
NCU08666	Pudp
NCU08125	Serac1
NCU05663	Serac1
NCU00874	Serac1
NCU11305	Serac1
NCU05896	Serac1
NCU06884	Serac1
NCU02720	Larp1b
NCU02720	Larp1
NCU09233	Flad1
NCU05430	Atp5b
NCU00951	Ppa1
NCU08703	Ppa1
NCU00951	Ppa2
NCU08703	Ppa2
NCU05218	Kat8
NCU05218	Kat5
NCU09269	1700009N14Rik
NCU09269	Ran
NCU09269	Rasl2-9
NCU03440	Ap2a2
NCU03440	Ap2a1
NCU02961	Rexo5
NCU08945	Rexo1
NCU04019	Nmnat2
NCU04019	Nmnat1
NCU04019	Nmnat3
NCU16026	mt-Nd5
NCU16021	mt-Nd5
NCU16009	mt-Nd5
NCU16010	mt-Nd5
NCU16011	mt-Nd5
NCU16012	mt-Nd5
NCU10143	Atp13a2
NCU10143	Atp13a5
NCU10143	Atp13a4
NCU10143	Atp13a3
NCU05557	Nuggc
NCU04722	Nuggc
NCU06980	Nuggc
NCU09015	Nuggc
NCU04304	Vdac1
NCU04304	Vdac2
NCU04304	Vdac3
NCU06949	Pcsk9
NCU00673	Pcsk9
NCU06055	Pcsk9
NCU07159	Pcsk9
NCU00030	Exog
NCU00030	Endog
NCU06375	Mpped2
NCU04147	Mpped2
NCU08795	Mpped2
NCU06689	Mpped2
NCU01093	Mpped2
NCU06375	Mpped1
NCU04147	Mpped1
NCU08795	Mpped1
NCU06689	Mpped1
NCU01093	Mpped1
NCU08642	Hcn4
NCU08642	Hcn2
NCU08642	Hcn1
NCU08642	Hcn3
NCU02669	Sort1
NCU08298	Pla2g4b
NCU08298	Gm28042
NCU08298	Pla2g4d
NCU08298	Pla2g4e
NCU08298	Pla2g4f
NCU04003	Tmed11
NCU04003	Tmed9
NCU04003	Tmed4
NCU06390	Arnt
NCU06390	Arnt2
NCU06390	Arntl2
NCU06390	Arntl
NCU03546	Ip6k3
NCU06315	Ip6k3
NCU03546	Ip6k2
NCU06315	Ip6k2
NCU03546	Ip6k2
NCU06315	Ip6k2
NCU03546	Ip6k1
NCU06315	Ip6k1
NCU00227	Sfxn5
NCU00227	Sfxn1
NCU00227	Sfxn3
NCU00227	Sfxn2
NCU00681	Tbc1d8
NCU00681	Tbc1d8b
NCU00681	Tbc1d9
NCU00681	Tbc1d9b
NCU00406	Pak2
NCU03894	Pak2
NCU00406	Pak3
NCU03894	Pak3
NCU00406	Pak1
NCU03894	Pak1
NCU08319	Rgs5
NCU08319	Rgs21
NCU08319	Rgs2
NCU08319	Rgs8
NCU08346	Chek1
NCU08968	Dimt1
NCU05804	Rpl19
NCU00671	Wdfy4
NCU00671	Wdfy3
NCU00671	Nsmaf
NCU00591	Mccc1
NCU02810	Eif2s3y
NCU02810	Eif2s3x
NCU10273	Sgta
NCU10273	Sgtb
NCU00596	Lipt2
NCU05558	Acaa1a
NCU04796	Acaa1a
NCU09646	Acaa1a
NCU05558	Acaa1b
NCU04796	Acaa1b
NCU09646	Acaa1b
NCU01831	Gtf2h2
NCU11321	Rsl1d1
NCU09109	Rpl35a
NCU01007	Mrps18a
NCU01007	Mrps18c
NCU06942	Vps4b
NCU06942	Vps4a
NCU01471	Prkag3
NCU01471	Prkag2
NCU01471	Prkag1
NCU02733	Tvp23a
NCU02733	Tvp23b
NCU01948	Rpl21
NCU03273	Nfx1
NCU08707	Isca1
NCU08707	AK157302
NCU04759	Nutf2-ps1
NCU04759	Nutf2
NCU09594	Sars2
NCU00488	Ppp2r1a
NCU00488	Ppp2r1b
NCU09683	Hdhd3
NCU00771	Ubxn7
NCU04334	Hspe1
NCU04334	Hspe1-rs1
NCU01966	Rpl37
NCU09119	Atp5c1
NCU03394	Mrps15
NCU06017	Mpst
NCU06017	Tst
NCU02036	Setx
NCU01207	Atp6v1a
NCU08689	Fig4
NCU01854	Chmp1b
NCU01854	2610002M06Rik
NCU01854	Chmp1a
NCU01439	Phgdh
NCU02027	Lypla1
NCU02027	Lypla2
NCU08515	Atp6v1b2
NCU08515	Atp6v1b1
NCU06727	Srm
NCU05959	Vti1a
NCU07857	Rpl34
NCU03703	Rpl17
NCU03703	Gm6133
NCU06842	Ttc7b
NCU06842	Ttc7
NCU03261	U2af1l4
NCU03261	Gm49396
NCU03261	U2af1
NCU08897	Sec61a2
NCU08897	Sec61a1
NCU08389	Rpl18a
NCU06941	Pfdn6
NCU03004	Pdhb
NCU06035	Eef1b2
NCU07678	2-Mar
NCU11406	2-Mar
NCU07678	1-Mar
NCU11406	1-Mar
NCU02977	Tmem56
NCU02556	Taf1
NCU04336	Mrpl11
NCU05427	Clpx
NCU05516	Hlcs
NCU04090	Npc1l1
NCU04090	Npc1
NCU04797	Fbp2
NCU04797	Fbp1
NCU01102	Oxa1l
NCU03062	Prpf40b
NCU03062	Prpf40a
NCU06031	Prdx6
NCU06031	Prdx6b
NCU01179	Tomm40l
NCU01179	Tomm40
NCU03369	Pir
NCU00657	Nsmce4a
NCU00657	Eid3
NCU05689	Gm11273
NCU05689	Cox5b
NCU05347	H2afz
NCU05347	H2afv
NCU03138	Ak6
NCU03138	Taf9
NCU03138	Taf9b
NCU09256	Atxn2
NCU05400	Atxn2
NCU09256	Atxn2l
NCU05400	Atxn2l
NCU04770	Tbpl2
NCU04770	Tbp
NCU02538	Copz1
NCU02538	Copz2
NCU09643	Cds2
NCU09643	Cds1
NCU03100	Pgd
NCU07446	Atp6v1e1
NCU07446	Atp6v1e2
NCU05008	Ndufab1
NCU07381	Dclre1a
NCU03471	Slc35g1
NCU04806	Mrps7
NCU04216	Ppat
NCU06679	Rbbp7
NCU06679	Rbbp4
NCU08861	Mrpl27
NCU08217	Gm20425
NCU08217	Trf
NCU08217	Srprb
NCU00035	Dgat1
NCU03991	Dgat1
NCU04144	Dgat1
NCU06048	Fau
NCU09089	Fau
NCU00565	Lias
NCU08378	Usp12
NCU08378	Usp46
NCU00898	Rmnd5a
NCU00898	Rmnd5b
NCU00927	Kif11
NCU00927	Kif11
NCU02781	Arpc1a
NCU02781	Arpc1b
NCU06202	Bmp2k
NCU06202	Aak1
NCU08811	Arfgap2
NCU08811	Arfgap3
NCU07830	Rps14
NCU03965	Dmwd
NCU03965	Wdr20rt
NCU03965	Wdr20
NCU03302	Rpl36-ps4
NCU03302	Rpl36
NCU02979	Ampd3
NCU02979	Ampd1
NCU02979	Ampd2
NCU05753	Uevld
NCU05753	Tsg101
NCU07589	Sat1
NCU07589	Satl1
NCU07589	Sat2
NCU06003	Gmppb
NCU05276	Yipf2
NCU05276	Yipf1
NCU02771	Urod
NCU02123	Mtg1
NCU00481	Ide
NCU00481	Ide
NCU02509	Rpl11
NCU06749	Mrpl3
NCU05288	Gdi2
NCU05288	Gdi1
NCU07690	Mthfr
NCU09545	Mthfr
NCU02408	Fads1
NCU02408	Fads2
NCU02408	Fads3
NCU02408	4833423E24Rik
NCU04779	Gm14214
NCU04779	Rpl7a
NCU05778	Iscu
NCU07010	Ppip5k2
NCU07010	Ppip5k1
NCU07826	Rps19
NCU06336	Trmt1
NCU05309	Tatdn3
NCU06342	Pld2
NCU10400	Pld2
NCU03955	Pld2
NCU06342	Pld1
NCU10400	Pld1
NCU03955	Pld1
NCU01221	Rpl13a
NCU05599	Rps28
NCU01713	Tbcb
NCU01502	Wdr46
NCU02511	Nop2
NCU10226	Rida
NCU09331	Rida
NCU07887	Rrm2b
NCU07887	Rrm2
NCU05861	Znfx1
NCU09211	Znfx1
NCU00959	Sdhb
NCU09841	Acp1
NCU00447	Sptlc3
NCU00447	Sptlc2
NCU08618	Arl8b
NCU08618	Arl8a
NCU03565	Rpl26
NCU03169	Rbm10
NCU03169	Rbm5
NCU01023	Mrpl17
NCU06285	Naalad2
NCU03108	Naalad2
NCU06285	Folh1
NCU03108	Folh1
NCU09121	Vps33b
NCU09121	Vps33a
NCU01741	Bet1
NCU01741	Bet1l
NCU01741	Gm45785
NCU05515	Gm9803
NCU05515	Pam16
NCU03954	Tubg1
NCU03954	Tubg2
NCU04449	Eprs
NCU03387	Nsf
NCU03269	Ptpa
NCU04810	Ptpa
NCU01498	Ick
NCU01498	Mak
NCU02610	BC048507
NCU02610	Dynll1
NCU02610	Dynll2
NCU06332	Abhd4
NCU06332	Abhd5
NCU06743	Rps10
NCU05459	Atad1
NCU07988	Atad1
NCU08071	Mrps16
NCU03350	Xdh
NCU03350	Aox2
NCU03350	Aox3
NCU03350	Aox1
NCU01935	Zdhhc3
NCU01935	Zdhhc7
NCU01935	Zdhhc25
NCU08985	Hacd1
NCU08985	Hacd2
NCU03936	Mettl1
NCU09657	Gigyf1
NCU09657	Gigyf2
NCU05588	Tent4a
NCU05588	Tent4b
NCU00065	Dus1l
NCU02496	Cdc25c
NCU02496	Cdc25a
NCU02496	Cdc25b
NCU02404	Hnrnpm
NCU02404	Gm9833
NCU02404	Myef2
NCU07153	Cndp1
NCU07153	Cndp2
NCU09895	Them4
NCU09853	Them4
NCU00584	Them4
NCU09895	Them5
NCU09853	Them5
NCU00584	Them5
NCU05279	Tstd1
NCU05279	Tstd3
NCU08380	Ctdsp2
NCU08380	Ctdsp1
NCU08380	Ctdspl
NCU07378	Mast3
NCU07378	Mast3
NCU07378	Mast2
NCU07378	Mast1
NCU01659	St5
NCU03364	St5
NCU01659	Dennd2c
NCU03364	Dennd2c
NCU01659	Dennd2a
NCU03364	Dennd2a
NCU01659	Dennd2d
NCU03364	Dennd2d
NCU09406	Aoc2
NCU09406	Aoc3
NCU09406	1600015I10Rik
NCU09406	Svs1
NCU09406	Doxl2
NCU09406	Aoc1
NCU05064	Zbtb8b
NCU05064	Zbtb8a
NCU00629	Pfkl
NCU00629	Pfkm
NCU00629	Pfkp
NCU06429	Actn4
NCU06429	Actn1
NCU06429	Actn2
NCU06429	Actn3
NCU03145	Slc30a10
NCU07709	Slc30a10
NCU03145	Slc30a1
NCU07709	Slc30a1
NCU03145	Slc30a1
NCU07709	Slc30a1
NCU11249	Qpctl
NCU09018	Qpctl
NCU11249	Qpct
NCU09018	Qpct
NCU02724	Tfe3
NCU02724	Mitf
NCU02724	Tfeb
NCU02724	Tfec
NCU00498	Mocs1
NCU01954	Rnf113a2
NCU01954	Rnf113a1
NCU07993	Lcmt2
NCU07993	Lcmt1
NCU07496	Ezh1
NCU07496	Ezh2
NCU11356	Pbld2
NCU11356	Pbld1
NCU03310	Phb2
NCU03365	Znhit6
NCU06654	Nthl1
NCU01474	Mrpl4
NCU03007	Rbm22
NCU04721	Asah2
NCU10359	Asah2
NCU00294	Rpl10a
NCU03826	Eef1g
NCU04784	Nup98
NCU01896	Nup98
NCU06939	Stambp
NCU06939	Stambpl1
NCU05222	Gid8
NCU05600	Gm42420
NCU05600	Adck2
NCU06194	Mboat2
NCU06194	Mboat1
NCU09897	Atp6v1c1
NCU09897	Atp6v1c1
NCU09897	Atp6v1c2
NCU06355	Tnpo3
NCU03223	Selenoi
NCU01993	Selenoi
NCU09649	Acp7
NCU08643	Acp7
NCU08023	Gbf1
NCU02113	Ube2n
NCU04403	Ubtd2
NCU04403	Ubtd1
NCU01390	Yju2
NCU03659	Cdk7
NCU10789	Sel1l2
NCU10789	Sel1l
NCU01070	Ptrh1
NCU02707	Rpl6
NCU06738	Sec31b
NCU06738	Sec31a
NCU05270	Eif5b
NCU08022	Trnt1
NCU09862	Coq5
NCU04553	Rps27a
NCU04121	Ap1g2
NCU04121	Ap1g1
NCU06932	Fbxo31
NCU08844	Sh3yl1
NCU05881	Sh3yl1
NCU03888	Sh3yl1
NCU06401	Pcbd1
NCU06401	Pcbd2
NCU04523	Brf1
NCU09247	Rrn3
NCU00624	Yif1b
NCU00624	Yif1a
NCU02109	Uap1
NCU02109	Uap1l1
NCU07927	Slc25a26
NCU01568	Slc25a26
NCU02083	Pikfyve
NCU06843	Rpl3
NCU06843	Rpl3l
NCU09122	Ube2w
NCU00258	Rps7
NCU00188	Ulk3
NCU04519	Sec11c
NCU04519	Sec11a
NCU01521	Park7
NCU07544	Rnf20
NCU07544	Rnf40
NCU03095	Taf7l2
NCU03095	Taf7l
NCU03095	Taf7
NCU03990	Srsf10
NCU07559	Parn
NCU07559	Pnldc1
NCU03956	Rtf1
NCU01120	Spo11
NCU04633	Syvn1
NCU09436	Asf1a
NCU09436	Asf1b
NCU07608	Rpia
NCU02074	Ero1l
NCU02074	Ero1lb
NCU00387	Srd5a3
NCU16525	Srd5a3
NCU08685	Pfas
NCU04780	Ctu1
NCU07852	Mrpl13
NCU03503	Alg2
NCU07829	Rpl7
NCU12151	Tmem256
NCU16001	mt-Nd2
NCU08620	Rps16
NCU04100	Dnm1l
NCU09808	Dnm1l
NCU09465	Dph3
NCU01992	Copg1
NCU01992	Copg2
NCU02202	Ern2
NCU02202	Ern1
NCU00413	Rpl8
NCU08344	Rpl31
NCU08471	Suclg2
NCU08471	Sucla2
NCU08990	Rpl39l
NCU08990	Rpl39
NCU04481	Afg1l
NCU09352	Fubp1
NCU09352	Khsrp
NCU09352	Fubp3
NCU06768	Mrpl16
NCU01236	Slx1b
NCU08291	Fech
NCU05982	Coq3
NCU02422	Atg9a
NCU02422	Atg9b
NCU01939	Ipo7
NCU01939	Ipo8
NCU01827	Rpl27
NCU03765	Wrn
NCU05514	Yipf5
NCU05514	Yipf7
NCU01317	Rpl12
NCU16399	Ier3ip1
NCU16399	Hdhd2
NCU00397	Iah1
NCU06594	Leng8
NCU04552	Rps26
NCU02757	Mrpl2
NCU17177	Nmt2
NCU17177	Nmt1
NCU08379	Gm10320
NCU03988	Rpl18
NCU02801	Tspo2
NCU02801	Tspo2
NCU02801	Tspo
NCU09709	Cct6a
NCU09709	Cct6b
NCU03713	Entpd5
NCU03713	Entpd6
NCU05245	Pex12
NCU05245	LT629148.5
NCU05245	LT629151.3
NCU05245	LT629154.3
NCU06677	Arxes2
NCU06677	Arxes1
NCU06677	Spcs3
NCU00112	Xpnpep2
NCU00112	Xpnpep1
NCU04119	Stx16
NCU02391	Sec24b
NCU02391	Sec24a
NCU03177	Sco2
NCU03177	Sco1
NCU06260	Rngtt
NCU04172	Hspbp1
NCU04020	Kars
NCU04087	Ahsa2
NCU04087	Ahsa1
NCU00418	Ndufa6
NCU01285	Svopl
NCU09767	Svopl
NCU01285	Svop
NCU09767	Svop
NCU02717	Crnkl1
NCU02371	Rhbdd1
NCU03890	Smap2
NCU03890	Smap1
NCU04124	Cux1
NCU04124	Cux2
NCU08926	Atg2a
NCU08926	Atg2a
NCU08926	Atg2b
NCU06435	Rabgef1
NCU07301	Rabgef1
NCU01180	Usp13
NCU05777	Usp13
NCU01180	Usp5
NCU05777	Usp5
NCU01368	Psmb2
NCU06338	Top2b
NCU06338	Top2a
NCU05714	Mrpl15
NCU07498	Bivm
NCU07498	Ercc5
NCU03395	Atp6v0d2
NCU03395	Atp6v0d1
NCU03738	Rps29
NCU06868	Sec24c
NCU06868	Sec24d
NCU03397	Gm2001
NCU03397	Gm16381
NCU03397	Ubl5
NCU04303	Asns
NCU04127	Sec61g
NCU03102	Rps11
NCU05554	Rpl13
NCU03782	Polr2j
NCU10847	Kat2a
NCU10847	Kat2b
NCU01323	Smc1a
NCU01323	Smc1b
NCU01674	Napa
NCU01674	Napb
NCU00117	Exoc6b
NCU00117	Exoc6
NCU09789	Adssl1
NCU09789	Adss
NCU07779	Cnot6
