YGL078C	Ddx43
YNR036C	Mrps12
YDR264C	Zdhhc17
YOR034C	Zdhhc17
YDR264C	Zdhhc13
YOR034C	Zdhhc13
YHR203C	Gm15013
YJR145C	Gm15013
YHR203C	Rps4x
YJR145C	Rps4x
YJR129C	Eef2kmt
YKR056W	Trmt2b
YKR056W	Trmt2a
YKR056W	Trmt2a
YGR096W	Slc25a19
YGR223C	Wdr45
YGR223C	Wdr45b
YDL224C	Rbpms2
YNL197C	Rbpms2
YDL224C	Rbpms
YNL197C	Rbpms
YPL074W	Spast
YER047C	Spast
YCR052W	Smarcd3
YNR023W	Smarcd3
YCR052W	Smarcd2
YNR023W	Smarcd2
YCR052W	Smarcd1
YNR023W	Smarcd1
YPL110C	Gpcpd1
YPR033C	Hars
YPR033C	Hars2
YNL201C	4930415L06Rik
YNL201C	4932429P05Rik
YNL201C	Ppp4r3b
YNL201C	Ppp4r3a
YNL128W	Pten
YBL058W	Nsfl1c
YBL058W	Ubxn2b
YLR142W	Prodh2
YLR142W	Prodh
YLR142W	Prodh
YEL020C	Gm49387
YEL020C	Hacl1
YGR015C	Abhd11
YGR031W	Abhd11
YOL022C	Pdcd2l
YGL246C	Dxo
YOR280C	Ovca2
YMR222C	Ovca2
YHR049W	Ovca2
YCL005W-A	Atp6v0e
YCL005W-A	Atp6v0e2
YJL001W	Psmb6
YLR153C	Acss1
YAL054C	Acss1
YKL184W	Gm853
YKL184W	Azin2
YKL184W	Odc1
YKL184W	Azin1
YIL045W	Ppp1r3d
YER054C	Ppp1r3d
YIL045W	Ppp1r3b
YER054C	Ppp1r3b
YIL045W	Ppp1r3c
YER054C	Ppp1r3c
YAL030W	Vamp4
YOR327C	Vamp4
YAL030W	Vamp3
YOR327C	Vamp3
YAL030W	Vamp1
YOR327C	Vamp1
YAL030W	Vamp2
YOR327C	Vamp2
YLR113W	Mapk11
YLR113W	Mapk14
YLR113W	Mapk13
YLR113W	Mapk12
YLR176C	Rfx4
YLR176C	Rfx6
YLR176C	Rfx1
YLR176C	Rfx2
YLR176C	Rfx3
YIL033C	Prkar1a
YIL033C	Prkar1b
YIL033C	Prkar2b
YIL033C	Prkar2a
YDR379W	Chn2
YOR127W	Chn2
YDR379W	Chn1
YOR127W	Chn1
YBR041W	Slc27a2
YBR041W	Slc27a6
YBR041W	Slc27a4
YBR041W	Slc27a1
YPL113C	Ctbp1
YPL113C	Ctbp2
YGL243W	Adat1
YGL243W	Adarb1
YGL243W	Adarb2
YDL100C	Asna1
YPR023C	Morf4l2
YPR023C	Morf4l1
YBL026W	Lsm2
YIR009W	Snrpa
YIR009W	Snrpb2
YLR367W	Rps15a
YJL190C	Rps15a
YIL031W	Senp6
YIL031W	Senp7
YHL017W	Tmem87b
YKL039W	Tmem87b
YHL017W	Tmem87a
YKL039W	Tmem87a
YDR139C	Nedd8
YDL135C	Arhgdia
YDL135C	Arhgdib
YDL135C	Arhgdig
YLR075W	Rpl10-ps3
YLR075W	Rpl10
YLR075W	Rpl10l
YGL058W	Ube2b
YGL058W	Ube2a
YDR105C	Serinc3
YDR105C	Serinc1
YDR105C	Serinc2
YAL014C	Stx8
YGL212W	Stx8
YBR003W	Pdss1
YNL016W	Tia1
YNL016W	Tial1
YGL063W	Pus1
YPL212C	Pus1
YLR038C	Cox6b2
YLR038C	Cox6b1
YJR048W	Cyct
YEL039C	Cyct
YJR048W	Cycs
YEL039C	Cycs
YJR048W	Gm10053
YEL039C	Gm10053
YPR129W	Lsm14b
YPR129W	Lsm14a
YLR151C	Nudt7
YLR151C	Nudt8
YLR151C	Gm49405
YBL040C	Kdelr3
YBL040C	Kdelr1
YBL040C	Kdelr2
YAL044C	Gcsh
YGL147C	Rpl9-ps6
YNL067W	Rpl9-ps6
YGL147C	Rpl9-ps1
YNL067W	Rpl9-ps1
YGL147C	Rpl9
YNL067W	Rpl9
YGL022W	Stt3a
YGL022W	Stt3b
YAL049C	Cmbl
YMR207C	Acaca
YNR016C	Acaca
YMR207C	Acacb
YNR016C	Acacb
YKL088W	Ppcdc
YKR072C	Ppcdc
YOR054C	Ppcdc
YNL244C	Eif1b
YNL244C	Eif1
YBR173C	Pomp
YJL121C	Rpe
YCL057W	Nln
YCL057W	Thop1
YHR122W	Ciao2a
YCR097W	Obox8
YCR024C	Nars2
YER068W	Cnot4
YER061C	Oxsm
YLR438W	Oat
YKL189W	Cab39l
YKL189W	Cab39
YML024W	Rps17
YDR447C	Rps17
YAR007C	Rpa1
YGR027C	Rps25
YLR333C	Rps25
YBR017C	Tnpo1
YBR017C	Tnpo2
YLR025W	Chmp4b
YLR025W	Chmp4c
YMR009W	Adi1
YOL039W	Rplp2
YDR382W	Rplp2
YBR135W	Cks2
YBR135W	Cks1brt
YBR135W	Cks1b
YLR234W	Top3b
YLR234W	Top3a
YNL328C	Dnajc15
YLR008C	Dnajc15
YNL328C	Dnajc19
YLR008C	Dnajc19
YEL011W	Gbe1
YDL136W	Gm2000
YDL191W	Gm2000
YDL136W	Rpl35
YDL191W	Rpl35
YBR147W	Pqlc2
YOL092W	Pqlc2
YDR352W	Pqlc2
YPR086W	Gtf2b
YDR454C	Guk1
YNL230C	Eloa
YGR257C	Slc25a39
YGR257C	Slc25a40
YGL143C	Mtrf1
YGL143C	Mtrf1l
YPL262W	Fh1
YIL026C	Stag3
YIL026C	Stag1
YIL026C	Stag2
YOL052C	Amd1
YOL052C	Amd2
YAL048C	Rhot2
YAL048C	Gm20683
YAL048C	Rhot1
YDR448W	Tada2b
YDR448W	Tada2a
YMR165C	Lpin2
YMR165C	Lpin1
YMR165C	Lpin3
YGL141W	Ube3c
YGL141W	Ube3b
YOL090W	Msh2
YBR073W	Rad54b
YGL163C	Rad54l
YLL013C	Pum1
YLL013C	Pum1
YLL013C	Pum2
YMR085W	Gfpt1
YKL104C	Gfpt1
YMR085W	Gfpt2
YKL104C	Gfpt2
YDR289C	Rprd1a
YDR289C	Rprd1b
YOL133W	Gm7075
YOL133W	Rnf7
YOL133W	Rbx1
YOR283W	Tigar
YOL038W	Psma7
YOL038W	Psma8
YNR054C	Abt1
YML093W	Utp14b
YML093W	Utp14a
YGR243W	Mpc2
YHR162W	Mpc2
YKL135C	Ap1b1
YJR005W	Ap1b1
YKL135C	Ap2b1
YJR005W	Ap2b1
YPL122C	Gtf2h4
YLR260W	Sphk2
YOR171C	Sphk2
YLR260W	Sphk1
YOR171C	Sphk1
YDL014W	Fbl
YDL014W	Fbll1
YKL033W-A	Pudp
YDR515W	Larp1b
YCL037C	Larp1b
YDR515W	Larp1
YCL037C	Larp1
YDL045C	Flad1
YJR121W	Atp5b
YBR011C	Ppa1
YMR267W	Ppa1
YBR011C	Ppa2
YMR267W	Ppa2
YOR244W	Kat8
YOR244W	Kat5
YOR185C	1700009N14Rik
YLR293C	1700009N14Rik
YOR185C	Ran
YLR293C	Ran
YOR185C	Rasl2-9
YLR293C	Rasl2-9
YBL037W	Ap2a2
YBL037W	Ap2a1
YGR276C	Rexo5
YLR107W	Rexo1
YGR010W	Nmnat2
YLR328W	Nmnat2
YGR010W	Nmnat1
YLR328W	Nmnat1
YGR010W	Nmnat3
YLR328W	Nmnat3
YOR291W	Atp13a2
YOR291W	Atp13a5
YOR291W	Atp13a4
YOR291W	Atp13a3
YNL055C	Vdac1
YIL114C	Vdac1
YNL055C	Vdac2
YIL114C	Vdac2
YNL055C	Vdac3
YIL114C	Vdac3
YEL060C	Pcsk9
YOR003W	Pcsk9
YCR045C	Pcsk9
YJL208C	Exog
YJL208C	Endog
YCR101C	Sort1
YNR066C	Sort1
YCR100C	Sort1
YCR099C	Sort1
YBL017C	Sort1
YNR065C	Sort1
YJL222W	Sort1
YIL173W	Sort1
YAR002C-A	Tmed11
YGL002W	Tmed11
YHR110W	Tmed11
YAR002C-A	Tmed9
YGL002W	Tmed9
YHR110W	Tmed9
YAR002C-A	Tmed4
YGL002W	Tmed4
YHR110W	Tmed4
YDR017C	Ip6k3
YDR173C	Ip6k3
YDR017C	Ip6k2
YDR173C	Ip6k2
YDR017C	Ip6k2
YDR173C	Ip6k2
YDR017C	Ip6k1
YDR173C	Ip6k1
YOR271C	Sfxn5
YOR271C	Sfxn1
YOR271C	Sfxn3
YOR271C	Sfxn2
YGR100W	Tbc1d8
YGR100W	Tbc1d8b
YGR100W	Tbc1d9
YGR100W	Tbc1d9b
YNL298W	Pak2
YHL007C	Pak2
YNL298W	Pak3
YHL007C	Pak3
YNL298W	Pak1
YHL007C	Pak1
YOR107W	Rgs5
YLR452C	Rgs5
YOR107W	Rgs21
YLR452C	Rgs21
YOR107W	Rgs2
YLR452C	Rgs2
YOR107W	Rgs8
YLR452C	Rgs8
YBR274W	Chek1
YPL266W	Dimt1
YBR084C-A	Rpl19
YBL027W	Rpl19
YCR032W	Wdfy4
YCR032W	Wdfy3
YCR032W	Nsmaf
YER025W	Eif2s3y
YER025W	Eif2s3x
YOR007C	Sgta
YOR007C	Sgtb
YLR239C	Lipt2
YIL160C	Acaa1a
YIL160C	Acaa1b
YLR005W	Gtf2h2
YHR052W	Rsl1d1
YKR060W	Rsl1d1
YPL143W	Rpl35a
YOR234C	Rpl35a
YER050C	Mrps18a
YER050C	Mrps18c
YPR173C	Vps4b
YPR173C	Vps4a
YGL115W	Prkag3
YGL115W	Prkag2
YGL115W	Prkag1
YDR084C	Tvp23a
YDR084C	Tvp23b
YPL079W	Rpl21
YBR191W	Rpl21
YNL023C	Nfx1
YLL027W	Isca1
YLL027W	AK157302
YER009W	Nutf2-ps1
YER009W	Nutf2
YHR011W	Sars2
YAL016W	Ppp2r1a
YAL016W	Ppp2r1b
YMR130W	Hdhd3
YDR330W	Ubxn7
YOR020C	Hspe1
YOR020C	Hspe1-rs1
YDR500C	Rpl37
YLR185W	Rpl37
YBR039W	Atp5c1
YDR337W	Mrps15
YOR251C	Mpst
YOR251C	Tst
YLR430W	Setx
YDL185W	Atp6v1a
YNL325C	Fig4
YKR035W-A	Chmp1b
YKR035W-A	2610002M06Rik
YKR035W-A	Chmp1a
YIL074C	Phgdh
YER081W	Phgdh
YFR041C	Dnajc5g
YFR041C	Dnajc5b
YFR041C	Dnajc5
YLR118C	Lypla1
YLR118C	Lypla2
YBR127C	Atp6v1b2
YBR127C	Atp6v1b1
YLR146C	Srm
YPR069C	Srm
YMR197C	Vti1a
YER056C-A	Rpl34
YIL052C	Rpl34
YKL180W	Rpl17
YJL177W	Rpl17
YKL180W	Gm6133
YJL177W	Gm6133
YBR112C	Ttc7b
YBR112C	Ttc7
YLR378C	Sec61a2
YLR378C	Sec61a1
YOR312C	Rpl18a
YMR242C	Rpl18a
YLR200W	Pfdn6
YBR221C	Pdhb
YAL003W	Eef1b2
YPR114W	Tmem56
YJR116W	Tmem56
YGR274C	Taf1
YNL185C	Mrpl11
YBR227C	Clpx
YDL141W	Hlcs
YPL006W	Npc1l1
YPL006W	Npc1
YLR377C	Fbp2
YLR377C	Fbp1
YER154W	Oxa1l
YPR152C	Prpf40b
YKL012W	Prpf40b
YPR152C	Prpf40a
YKL012W	Prpf40a
YBL064C	Prdx6
YBL064C	Prdx6b
YMR203W	Tomm40l
YMR203W	Tomm40
YDL105W	Nsmce4a
YDL105W	Eid3
YGL187C	Gm11273
YGL187C	Cox5b
YOL012C	H2afz
YOL012C	H2afv
YMR236W	Ak6
YMR236W	Taf9
YMR236W	Taf9b
YGR178C	Atxn2
YGR178C	Atxn2l
YER148W	Tbpl2
YER148W	Tbp
YPL010W	Copz1
YPL010W	Copz2
YBR029C	Cds2
YBR029C	Cds1
YHR183W	Pgd
YGR256W	Pgd
YOR332W	Atp6v1e1
YOR332W	Atp6v1e2
YKL192C	Ndufab1
YMR137C	Dclre1a
YMR253C	Slc35g1
YPL264C	Slc35g1
YJR113C	Mrps7
YMR300C	Ppat
YEL056W	Rbbp7
YEL056W	Rbbp4
YNL005C	Mrpl27
YKL154W	Gm20425
YKL154W	Trf
YKL154W	Srprb
YCR048W	Dgat1
YNR019W	Dgat1
YLR287C-A	Fau
YOR182C	Fau
YOR196C	Lias
YER098W	Usp12
YBL067C	Usp12
YER098W	Usp46
YBL067C	Usp46
YDR255C	Rmnd5a
YDR255C	Rmnd5b
YBL063W	Kif11
YBL063W	Kif11
YBR234C	Arpc1a
YBR234C	Arpc1b
YBR059C	Bmp2k
YIL095W	Bmp2k
YNL020C	Bmp2k
YBR059C	Aak1
YIL095W	Aak1
YNL020C	Aak1
YER122C	Arfgap2
YER122C	Arfgap3
YJL191W	Rps14
YCR031C	Rps14
YPL249C-A	Rpl36-ps4
YMR194W	Rpl36-ps4
YPL249C-A	Rpl36
YMR194W	Rpl36
YML035C	Ampd3
YML035C	Ampd1
YML035C	Ampd2
YCL008C	Uevld
YCL008C	Tsg101
YDL055C	Gmppb
YGL161C	Yipf2
YGL161C	Yipf1
YDR047W	Urod
YMR097C	Mtg1
YLR389C	Ide
YLR389C	Ide
YGR085C	Rpl11
YPR102C	Rpl11
YGR220C	Mrpl3
YER136W	Gdi2
YER136W	Gdi1
YGL125W	Mthfr
YPL023C	Mthfr
YLL045C	Gm14214
YHL033C	Gm14214
YLL045C	Rpl7a
YHL033C	Rpl7a
YOR226C	Iscu
YPL135W	Iscu
YLR410W	Ppip5k2
YLR410W	Ppip5k1
YOL121C	Rps19
YNL302C	Rps19
YDR120C	Trmt1
YMR262W	Tatdn3
YKR031C	Pld2
YKR031C	Pld1
YIL133C	Rpl13a
YNL069C	Rpl13a
YOR167C	Rps28
YLR264W	Rps28
YER082C	Wdr46
YNL061W	Nop2
YIL051C	Rida
YER057C	Rida
YJL026W	Rrm2b
YJL026W	Rrm2
YER176W	Znfx1
YLL041C	Sdhb
YPR073C	Acp1
YDR062W	Sptlc3
YDR062W	Sptlc2
YGR034W	Rpl26
YLR344W	Rpl26
YJL063C	Mrpl17
YJR126C	Naalad2
YJR126C	Folh1
YLR396C	Vps33b
YLR396C	Vps33a
YIL004C	Bet1
YIL004C	Bet1l
YIL004C	Gm45785
YJL104W	Gm9803
YJL104W	Pam16
YLR212C	Tubg1
YLR212C	Tubg2
YHR020W	Eprs
YBR080C	Nsf
YPL152W	Ptpa
YIL153W	Ptpa
YJL106W	Ick
YJL106W	Mak
YDR424C	BC048507
YDR424C	Dynll1
YDR424C	Dynll2
YLR099C	Abhd4
YDR125C	Abhd4
YGR110W	Abhd4
YLR099C	Abhd5
YDR125C	Abhd5
YGR110W	Abhd5
YOR293W	Rps10
YMR230W	Rps10
YGR028W	Atad1
YPL013C	Mrps16
YNL326C	Zdhhc3
YNL326C	Zdhhc7
YNL326C	Zdhhc25
YJL097W	Hacd1
YJL097W	Hacd2
YDL201W	Mettl1
YBR172C	Gigyf1
YPL105C	Gigyf1
YBR172C	Gigyf2
YPL105C	Gigyf2
YNL299W	Tent4a
YOL115W	Tent4a
YNL299W	Tent4b
YOL115W	Tent4b
YML080W	Dus1l
YMR036C	Cdc25c
YMR036C	Cdc25a
YMR036C	Cdc25b
YNL004W	Hnrnpm
YCL011C	Hnrnpm
YNL004W	Gm9833
YCL011C	Gm9833
YNL004W	Myef2
YCL011C	Myef2
YFR044C	Cndp1
YFR044C	Cndp2
YBL095W	Them4
YER182W	Them4
YBL095W	Them5
YER182W	Them5
YOR285W	Tstd1
YOR286W	Tstd1
YOR285W	Tstd3
YOR286W	Tstd3
YLR019W	Ctdsp2
YLL010C	Ctdsp2
YLR019W	Ctdsp1
YLL010C	Ctdsp1
YLR019W	Ctdspl
YLL010C	Ctdspl
YFL033C	Mast3
YFL033C	Mast3
YFL033C	Mast2
YFL033C	Mast1
YPL230W	Zbtb8b
YMR182C	Zbtb8b
YPL230W	Zbtb8a
YMR182C	Zbtb8a
YGR240C	Pfkl
YMR205C	Pfkl
YGR240C	Pfkm
YMR205C	Pfkm
YGR240C	Pfkp
YMR205C	Pfkp
YPR154W	Grap
YGR136W	Grap
YPR154W	Grb2
YGR136W	Grb2
YPR154W	Grap2
YGR136W	Grap2
YER155C	Arhgap27
YER155C	Arhgap9
YER155C	Arhgap15
YMR243C	Slc30a10
YOR316C	Slc30a10
YMR243C	Slc30a1
YOR316C	Slc30a1
YMR243C	Slc30a1
YOR316C	Slc30a1
YFR018C	Qpctl
YFR018C	Qpct
YBL103C	Tfe3
YBL103C	Mitf
YBL103C	Tfeb
YBL103C	Tfec
YLR323C	Rnf113a2
YLR323C	Rnf113a1
YOL141W	Lcmt2
YDR435C	Lcmt2
YOL141W	Lcmt1
YDR435C	Lcmt1
YPR131C	Naa20
YHR029C	Pbld2
YHR029C	Pbld1
YGR231C	Phb2
YHR040W	Znhit6
YOL043C	Nthl1
YAL015C	Nthl1
YML025C	Mrpl4
YBR065C	Rbm22
YPL220W	Rpl10a
YGL135W	Rpl10a
YPL048W	Eef1g
YKL081W	Eef1g
YGR201C	Eef1g
YGL092W	Nup98
YMR135C	Gid8
YPL109C	Gm42420
YPL109C	Adck2
YOR175C	Mboat2
YOR175C	Mboat1
YKL080W	Atp6v1c1
YKL080W	Atp6v1c1
YKL080W	Atp6v1c2
YOR160W	Tnpo3
YHR123W	Selenoi
YNL130C	Selenoi
YJR031C	Gbf1
YEL022W	Gbf1
YDR092W	Ube2n
YKL095W	Yju2
YDL108W	Cdk7
YLR207W	Sel1l2
YLR207W	Sel1l
YHR189W	Ptrh1
YLR448W	Rpl6
YML073C	Rpl6
YDL195W	Sec31b
YDL195W	Sec31a
YAL035W	Eif5b
YER168C	Trnt1
YML110C	Coq5
YLR167W	Rps27a
YPR029C	Ap1g2
YPR029C	Ap1g1
YML088W	Fbxo31
YHR016C	Sh3yl1
YFR024C-A	Sh3yl1
YHL018W	Pcbd1
YHL018W	Pcbd2
YGR246C	Brf1
YKL125W	Rrn3
YNL263C	Yif1b
YNL263C	Yif1a
YDL103C	Uap1
YDL103C	Uap1l1
YNL003C	Slc25a26
YFR019W	Pikfyve
YOR063W	Rpl3
YOR063W	Rpl3l
YOR096W	Rps7
YNL096C	Rps7
YGL180W	Ulk3
YIL063C	Ranbp3l
YIL063C	Ranbp3l
YIL063C	Ranbp3
YIR022W	Sec11c
YIR022W	Sec11a
YDL074C	Rnf20
YDL074C	Rnf40
YMR227C	Taf7l2
YMR227C	Taf7l
YMR227C	Taf7
YGL244W	Rtf1
YHL022C	Spo11
YOL013C	Syvn1
YJL115W	Asf1a
YJL115W	Asf1b
YOR095C	Rpia
YML130C	Ero1l
YML130C	Ero1lb
YIL049W	Srd5a3
YGR061C	Pfas
YGL211W	Ctu1
YOR150W	Mrpl13
YGL065C	Alg2
YPL198W	Rpl7
YGL076C	Rpl7
YMR143W	Rps16
YDL083C	Rps16
YKR001C	Dnm1l
YLL001W	Dnm1l
YBL071W-A	Dph3
YNL287W	Copg1
YNL287W	Copg2
YHR079C	Ern2
YHR079C	Ern1
YFR031C-A	Rpl8
YIL018W	Rpl8
YDR183W	Txndc9
YLR406C	Rpl31
YDL075W	Rpl31
YGR244C	Suclg2
YGR244C	Sucla2
YJL189W	Rpl39l
YJL189W	Rpl39
YEL052W	Afg1l
YBL038W	Mrpl16
YBR228W	Slx1b
YOR176W	Fech
YOL096C	Coq3
YDL149W	Atg9a
YDL149W	Atg9b
YJR132W	Ipo7
YJR132W	Ipo8
YDR471W	Rpl27
YHR010W	Rpl27
YGR172C	Yipf5
YGR172C	Yipf7
YDR418W	Rpl12
YEL054C	Rpl12
YER074W-A	Ier3ip1
YER074W-A	Hdhd2
YOR126C	Iah1
YPR045C	Leng8
YGL189C	Rps26
YER131W	Rps26
YEL050C	Mrpl2
YLR195C	Nmt2
YLR195C	Nmt1
YER019C-A	Gm10320
YER087C-B	Gm10320
YNL301C	Rpl18
YOL120C	Rpl18
YDR188W	Cct6a
YDR188W	Cct6b
YEL042W	Entpd5
YEL042W	Entpd6
YMR026C	Pex12
YMR026C	LT629148.5
YMR026C	LT629151.3
YMR026C	LT629154.3
YLR066W	Arxes2
YLR066W	Arxes1
YLR066W	Spcs3
YLL029W	Xpnpep2
YLL029W	Xpnpep1
YOL018C	Stx16
YIL109C	Sec24b
YNL049C	Sec24b
YIL109C	Sec24a
YNL049C	Sec24a
YBR024W	Sco2
YBR037C	Sco2
YBR024W	Sco1
YBR037C	Sco1
YGL130W	Rngtt
YBR101C	Hspbp1
YDR037W	Kars
YNL281W	Ahsa2
YDR214W	Ahsa2
YNL281W	Ahsa1
YDR214W	Ahsa1
YDR387C	Svopl
YDR387C	Svop
YLR117C	Crnkl1
YPL246C	Rhbdd1
YIL044C	Smap2
YIL044C	Smap1
YKL179C	Cux1
YKL179C	Cux2
YNL242W	Atg2a
YNL242W	Atg2a
YNL242W	Atg2b
YML097C	Rabgef1
YBR058C	Usp13
YBR058C	Usp5
YER012W	Psmb2
YNL088W	Top2b
YNL088W	Top2a
YNL284C	Mrpl15
YGR258C	Bivm
YGR258C	Ercc5
YLR447C	Atp6v0d2
YLR447C	Atp6v0d1
YLR388W	Rps29
YDL061C	Rps29
YHR098C	Sec24c
YHR098C	Sec24d
YNR032C-A	Gm2001
YNR032C-A	Gm16381
YNR032C-A	Ubl5
YGR124W	Asns
YPR145W	Asns
YDR086C	Sec61g
YBR048W	Rps11
YDR025W	Rps11
YDL082W	Rpl13
YMR142C	Rpl13
YOL005C	Polr2j
YGR252W	Kat2a
YGR252W	Kat2b
YFL008W	Smc1a
YFL008W	Smc1b
YBL050W	Napa
YBL050W	Napb
YGL233W	Exoc6b
YGL233W	Exoc6
YNL220W	Adssl1
YNL220W	Adss
YAL021C	Cnot6
YAL021C	Cnot6l
YJR117W	Zmpste24
YPL252C	Gm49373
YPL252C	Fdx1l
YGL082W	Mindy1
YPL191C	Mindy1
YGL082W	Mindy2
YPL191C	Mindy2
YJR099W	Uchl4
YJR099W	Uchl3
YJR099W	Uchl1
YER029C	Snrpn
YER029C	Snrpb
YFR005C	Usp39
YFR005C	Usp39
YGR098C	Espl1
YBR001C	Treh
YDR001C	Treh
YJL031C	Rabggta
YBR196C	Gpi1
YOR232W	Grpel1
YOR232W	Grpel2
YJL053W	Vps26a
YJL053W	Vps26b
YFR021W	Wipi1
YFR021W	Wipi2
YPL072W	Usp30
YDL122W	Usp30
YKR078W	Snx2
YOR069W	Snx2
YKR078W	Snx1
YOR069W	Snx1
YLR383W	Smc6
YOR142W	Suclg1
YDR410C	Icmt
YLR289W	Guf1
YMR223W	Usp27x
YMR223W	Usp22
YMR223W	Usp51
YER183C	Mthfs
YER183C	Mthfsl
YHR013C	Naa11
YHR013C	Gm16286
YHR013C	Naa10
YOR320C	Gyg
YJL137C	Gyg
YKR058W	Gyg
YBR115C	Aasdh
YHR119W	Setd1b
YHR119W	Gm49388
YHR119W	Setd1a
YKL160W	Elof1
YOL006C	Top1
YOL006C	Top1mt
YMR018W	Pex5
YDR244W	Pex5
YMR018W	Pex5l
YDR244W	Pex5l
YHR066W	Ppan
YDR312W	Ppan
YLR380W	Mospd2
YBR229C	Ganc
YBR229C	Ganab
YCL017C	Nfs1
YMR278W	Pgm2
YMR278W	Pgm2l1
YBL098W	Kmo
YGL256W	Adhfe1
YHR084W	Sp9
YHR084W	Sp8
YHR084W	Sp7
YML042W	Chat
YML042W	Crat
YMR001C	Plk3
YMR001C	Plk2
YMR001C	Plk1
YBR083W	Tead2
YBR083W	Tead1
YBR083W	Tead4
YBR083W	Tead3
YDL189W	Arpp21
YDL189W	R3hdm2
YDL189W	R3hdm1
YDR358W	Gga2
YHR108W	Gga2
YDR358W	Gga3
YHR108W	Gga3
YDR358W	Gga1
YHR108W	Gga1
YGR280C	Pinx1
YGR280C	Sox7
YKL092C	Syngap1
YKL092C	Dab2ip
YKL092C	Rasal2
YOR143C	Tpk1
YGR006W	Prpf18
YKL028W	Gtf2e1
YDR044W	Cpox
YKL002W	Chmp2a
YIL075C	Gm21972
YIL075C	Psmd1
YGL112C	Taf6
YPL003W	Nae1
YGR270W	Atad2b
YGR270W	Atad2
YGR270W	Atad2
YBR088C	Pcna
YOR194C	Gtf2a1
YDL165W	Cnot2
YML004C	Glo1
YGR262C	Trp53rka
YGR262C	Trp53rkb
YDL164C	Lig1
YER007C-A	Mcts2
YER007C-A	Mcts1
YER078C	Xpnpep3
YCR014C	Poll
YCR014C	Polb
YDR019C	Amt
YBL036C	Plpbp
YGR043C	Taldo1
YLR354C	Taldo1
YOR027W	Stip1
YPL247C	Dcaf7
YBR143C	Etf1
YGL103W	Rpl27a
YJR065C	Actr3
YJR065C	Actr3b
YHR002W	Slc25a42
YHR002W	Slc25a16
YOR275C	Pdcd6ip
YPL084W	Pdcd6ip
YER107C	Rae1
YOR369C	Rps12
YOR369C	Rps12-ps3
YML092C	Psma2
YBR110W	Alg1
YCR036W	Rbks
YOL023W	Mtif2
YDR172W	Gspt2
YDR172W	Gspt1
YMR116C	Rack1
YDR263C	Exo1
YOR033C	Exo1
YJL081C	Actl6b
YJL081C	Actl6a
YGR208W	Psph
YPR183W	Dpm1
YPR183W	Gm20716
YER094C	Psmb3
YAL042W	Ergic3
YPR098C	Tmem205
YGL083W	Scyl2
YOR154W	Suco
YMR150C	Immp1l
YOR168W	Qars
YNL265C	Ist1
YGL101W	Hddc2
YBR242W	Hddc2
YDR324C	Utp4
YAL043C	Sympk
YDR468C	Stx6
YOL103W	Slc2a13
YDR497C	Slc2a13
YPL157W	Tgs1
YNR035C	Arpc2
YOR022C	Sec23ip
YOR022C	Ddhd2
YGL030W	Rpl30
YNL202W	Decr2
YGL040C	Alad
YOR259C	Psmc6
YMR314W	Psma1
YML070W	Tkfc
YFL053W	Tkfc
YGR112W	Surf1
YGR083C	Eif2b4
YPR118W	Mri1
YJL029C	Vps53
YKR079C	Elac2
YGL137W	Copb2
YKL139W	Cdk9
YKR026C	Eif2b1
YOR048C	Xrn2
YAL044W-A	Bola1
YPL063W	Timm50
YOR133W	Eef2
YDR385W	Eef2
YGL084C	Hhat
YPL189W	Hhat
YEL012W	Ube2h
YFR052W	Psmd8
YKL021C	Pak1ip1
YOL027C	Letm1
YPR125W	Letm1
YDR088C	Slu7
YBL013W	Mtfmt
YER003C	Mpi
YJL207C	Heatr5b
YJL207C	Heatr5a
YFL036W	Polrmt
YOR336W	Uggt1
YOR336W	Uggt2
YER007W	Tbce
YGL044C	Cstf2
YGL044C	Cstf2t
YIL068C	Exoc3l
YIL068C	Exoc3
YBR086C	Ano8
YBR086C	Ano10
YBR146W	Mrps9
YJL154C	Vps35
YJL002C	Rpn1
YPR140W	Taz
YDL051W	Ssb
YJL004C	Sys1
YJL004C	Gm20458
YHR165C	Prpf8
YDL040C	Naa16
YDL040C	Naa15
YBR254C	0610009B22Rik
YBR254C	Trappc2
YML096W	Asnsd1
YML096W	Gm28551
YDR204W	Coq4
YBR276C	Dusp1
YBR276C	Dusp4
YPR178W	Prpf4
YGL011C	Psma6
Q0275	mt-Co3
Q0085	mt-Atp6
YGL236C	Mto1
YER134C	Mdp1
YFL046W	Mcur1
YFL046W	Ccdc90b
YFL034W	Tmco4
YOR201C	Mrm1
YBL034C	Clasp2
YBL034C	Clasp1
YKL006W	Rpl14
YHL001W	Rpl14
YHR027C	Psmd2
YDR050C	Tpi1
YGR048W	Ufd1
YJL153C	Isyna1
YBL024W	Nsun2
YDR336W	Gtpbp8
YNL312W	Rpa2
YLR387C	Zfp622
YBR267W	Zfp622
YNL072W	Rnaseh2a
YHR026W	Atp6v0b
YMR189W	Gldc
YPR024W	Yme1l1
YGL124C	Mon1a
YGL124C	Mon1b
YOR070C	Tbc1d22b
YOR070C	Tbc1d22a
YNL178W	Rps3
YOR130C	Slc25a15
YOR130C	Slc25a2
YML010W	Supt5
YPR166C	Mrps14
YDR211W	Eif2b5
YLR028C	Atic
YMR120C	Atic
YGL031C	Rpl24
YGR148C	Rpl24
