YGL078C	CG7878
YMR227C	Taf7
YGL244W	CG31702
YGL244W	CG31703
YGL244W	CG12498
YGL244W	Rtf1
YHL022C	mei-W68
YOL013C	sip3
YJL115W	asf1
YOR095C	Rpi
YML130C	Ero1L
YIL049W	CG7840
YGR061C	Pfas
YGL211W	CG8078
YOR150W	mRpL13
YGL065C	Alg2
YPL198W	RpL7
YGL076C	RpL7
YMR143W	RpS16
YDL083C	RpS16
YKR001C	Drp1
YLL001W	Drp1
YBL071W-A	CG14701
YNL287W	gammaCOP
YHR079C	Ire1
YFR031C-A	RpL8
YIL018W	RpL8
YDR183W	CG4511
YLR406C	RpL31
YDL075W	RpL31
YGR244C	ScsbetaG
YGR244C	ScsbetaA
YJL189W	RpL39
YEL052W	CG8520
YBL038W	mRpL16
YBR228W	slx1
YOR176W	FeCH
YOL096C	CG9249
YDL149W	Atg9
YJR132W	msk
YDR471W	RpL27
YHR010W	RpL27
YMR161W	CG32640
YMR161W	CG32641
YGR172C	CG12404
YDR418W	RpL12
YEL054C	RpL12
YER074W-A	CG32069
YPR045C	CG6700
YGL189C	RpS26
YER131W	RpS26
YEL050C	mRpL2
YLR195C	Nmt
YER019C-A	Sec61beta
YER087C-B	Sec61beta
YNL301C	RpL18
YOL120C	RpL18
YDR188W	CCT6
YBL057C	CG17327
YEL042W	NTPase
YMR026C	Pex12
YLR066W	Spase22-23
YLL029W	ApepP
YOL018C	Syx16
YIL109C	Sec24AB
YNL049C	Sec24AB
YBR024W	Scox
YBR037C	Scox
YGL130W	mRNA-cap
YBR101C	CG10973
YDR037W	LysRS
YNL281W	CG1416
YDR214W	CG1416
YDR387C	CG4324
YLR117C	crn
YIL044C	CG8243
YKL179C	ct
YNL242W	Atg2
YML097C	Rabex-5
YBR058C	Usp5
YER012W	Prosbeta4R2
YER012W	Prosbeta4R1
YER012W	Prosbeta4
YNL088W	Top2
YNL284C	mRpL15
YGR258C	mus201
YLR447C	VhaAC39-1
YLR388W	RpS29
YDL061C	RpS29
YHR098C	Sec24CD
YNR032C-A	ubl
YGR124W	AsnS
YPR145W	AsnS
YDR086C	CG13426
YDR086C	Sec61gamma
YDR086C	CG8860
YBR048W	RpS11
YDR025W	RpS11
YDL082W	RpL13
YMR142C	RpL13
YOL005C	Rpb11
YGR252W	Gcn5
YFL008W	SMC1
YBL050W	alphaSnap
YGL233W	Sec15
YNL220W	AdSS
YAL021C	twin
YJR117W	ste24c
YJR117W	CG7573
YJR117W	ste24b
YJR117W	ste24a
YPL252C	Fdx1
YJR099W	Uch
YER029C	SmB
YFR005C	Usp39
YBR001C	Treh
YDR001C	Treh
YBR001C	CG6262
YDR001C	CG6262
YJL031C	CG12007
YBR196C	Pgi
YOR232W	Roe1
YJL053W	Vps26
YFR021W	Atg18b
YFR021W	Atg18a
YPL072W	Usp30
YDL122W	Usp30
YKR078W	Snx1
YOR069W	Snx1
YLR383W	jnj
YOR142W	Scsalpha1
YOR142W	Scsalpha2
YDR410C	ste14
YLR289W	waw
YMR223W	not
YER183C	CG34424
YHR013C	vnc
YOR320C	Gyg
YJL137C	Gyg
YKR058W	Gyg
YBR115C	e
YBR115C	Aasdh
YHR119W	Set1
YKL160W	CG6244
YKL160W	CG40228
YOL006C	Top1
YMR018W	Pex5
YDR244W	Pex5
YHR066W	ppan
YDR312W	ppan
YLR380W	CG6527
YLR380W	CG32485
YLR380W	CG32407
YLR380W	CG33523
YBR229C	GCS2alpha
YCL017C	Qtzl
YCL017C	Nfs1
YMR278W	CG10202
YMR278W	CG8073
YBL098W	cn
YGL256W	T3dh
YHR084W	btd
YHR084W	Sp1
YML042W	ChAT
YML042W	CG5265
YML042W	CRAT
YML042W	CG5122
YMR001C	polo
YMR001C	CG9222
YBR083W	sd
YDL189W	enc
YDR358W	Gga
YHR108W	Gga
YJL163C	CG31321
YJL163C	CG15890
YJL163C	CG42514
YJL163C	CG30345
YJL163C	CG30344
YJL163C	CG8046
YJL163C	CG15553
YJL163C	CG8008
YGR280C	CG11180
YKL092C	CG42684
YOR143C	CG14721
YGR006W	Prp18
YKL028W	TfIIEalpha
YDR044W	Coprox
YKL002W	Vps2
YIL075C	Rpn2
YGL112C	mia
YGL112C	Taf6
YPL003W	APP-BP1
YBR088C	PCNA2
YBR088C	PCNA
YOR194C	TfIIA-L
YDL165W	CG15262
YDL165W	Rga
YML004C	Glo1
YGR262C	Prpk
YDL164C	DNAlig1
YER007C-A	MCTS1
YER078C	CG9581
YER078C	CG32454
YDR019C	CG6415
YBL036C	CG1983
YGR043C	Taldo
YLR354C	Taldo
YOR027W	Stip1
YPL247C	wap
YBR143C	eRF1
YGL103W	RpL27A
YJR065C	Arp3
YHR002W	DPCoAC
YOR275C	ALiX
YPL084W	ALiX
YER107C	Rae1
YER107C	CG12782
YOR369C	RpS12
YML092C	Prosalpha2
YBR110W	Alg1
YCR036W	CG13369
YCR036W	CG17010
YOL023W	mIF2
YDR172W	eRF3
YMR116C	Rack1
YDR263C	tos
YOR033C	tos
YJL081C	Bap55
YGR208W	aay
YPR183W	CG10166
YER094C	Prosbeta3
YAL042W	CG7011
YPR098C	CG32512
YGL083W	bma
YGL083W	CG1951
YOR154W	CG31678
YMR150C	CG9240
YOR168W	GlnRS
YNL265C	CG10103
YGL101W	CG11050
YBR242W	CG11050
YDR324C	l(3)72Dn
YAL043C	Sym
YDR468C	Syx6
YPL157W	Tgs1
YNR035C	Arpc2
YOR022C	PAPLA1
YGL030W	RpL30
YGL040C	Pbgs
YOR259C	Rpt4R
YOR259C	Rpt4
YMR314W	Prosalpha6
YMR314W	Prosalpha6T
YGR112W	Surf1
YGR083C	eIF2Bdelta
YPR118W	CG11334
YJL029C	Vps53
YKR079C	RNaseZ
YGL137W	beta'COP
YKL139W	Cdk9
YKR026C	eIF2Balpha
YOR048C	Rat1
YAL044W-A	CG31126
YPL063W	ttm3
YPL063W	ttm50
YPL063W	ttm2
YOR133W	eEF2
YDR385W	eEF2
YGL084C	rasp
YPL189W	rasp
YEL012W	UbcE2H
YFR052W	Rpn12R
YFR052W	Rpn12
YKL021C	CG9123
YKL021C	CG12608
YOL027C	Letm1
YPR125W	Letm1
YDR088C	Slu7
YBL013W	CG1750
YER003C	CG8417
YJL207C	CG2747
YFL036W	mtRNApol
YOR336W	Uggt
YER007W	Tbce
YGL044C	CstF64
YIL068C	Sec6
YBR086C	CG15270
YBR086C	Axs
YBR146W	mRpS9
YJL154C	Vps35
YJL002C	CG33303
YPR140W	Taz
YDL051W	La
YJL004C	CG11753
YHR165C	Prp8
YDL040C	Naa15-16
YBR254C	Trs20
YML096W	CG17486
YDR204W	CG32174
YPR178W	U4-U6-60K
YGL011C	Prosalpha1
YGL011C	CG30382
Q0275	mt:CoIII
Q0085	mt:ATPase6
YGL236C	CG4610
YBL034C	chb
YKL006W	RpL14
YHL001W	RpL14
YHR027C	Rpn1
YDR050C	Tpi
YGR048W	Ufd1-like
YJL153C	Inos
YBL024W	Nsun2
YNL312W	RPA2
YLR387C	CG6769
YBR267W	CG6769
YNL072W	CG13690
YHR026W	VhaPPA1-2
YHR026W	VhaPPA1-1
YMR189W	CG3999
YPR024W	YME1L
YGL124C	Mon1
YOR070C	CG5745
YNL178W	RpS3
YOR130C	CG1628
YML010W	Spt5
YPR166C	mRpS14
YDR211W	eIF2Bepsilon
YLR028C	CG11089
YMR120C	CG11089
YGL031C	RpL24
YGR148C	RpL24
YLR078C	Membrin
YJR123W	RpS5b
YJR123W	RpS5a
YDL226C	ArfGAP1
YNL204C	ArfGAP1
YOR289W	CG5902
YOR323C	CG7470
YLR340W	RpLP0
YDL171C	CG9674
YDR221W	GCS2beta
YDR221W	CG7685
YOR298C-A	mbf1
YNL245C	Cwc25
YJL041W	Nup62
YDL104C	CG14231
YFL045C	Pmm2
YMR146C	eIF3i
YJR033C	Rbcn-3A
YHR038W	mRRF1
YHL012W	UGP
YKL035W	UGP
YDL065C	Pex19
YKL117W	p23
YKL117W	Hacd2
YOR250C	cbc
YOR243C	CG6745
YJR088C	CG17556
YJR088C	CG3678
YML063W	RpS3A
YLR441C	RpS3A
YIL069C	RpS24
YER074W	RpS24
YOR115C	Trs33
YPR093C	Topors
YPR093C	CG18605
YKL007W	cpa
YBL022C	Lon
YFR032C-A	RpL29
YDR438W	CG8195
YML018C	CG8195
YGL206C	Chc
YDR012W	RpL4
YBR031W	RpL4
YGR118W	RpS23
YPR132W	RpS23
YJR105W	CG3809
YJR105W	AdenoK
YDL217C	CG31229
YIL155C	Gpo3
YIL155C	Gpo2
YIL155C	Gpo1
YDR490C	Pdk1
YOL100W	Pdk1
YJR094W-A	RpL37A
YPR043W	RpL37A
YDR429C	eIF3g2
YDR429C	eIF3g1
YDR334W	dom
YDR091C	pix
YMR156C	CG9601
YNL040W	CG10802
YBR289W	Snr1
YLR321C	Snr1
YJR050W	CG9667
YNL288W	Rcd-1r
YNL288W	Rcd-1
YGR135W	Prosalpha3
YGR135W	Prosalpha3T
YMR309C	eIF3c
YGR255C	CG7277
YLR427W	CG12099
YOR065W	Cyt-c1L
YOR065W	Cyt-c1
YOR157C	Prosbeta2R1
YOR157C	Prosbeta2
YLR086W	glu
YKL041W	Vps24
YHL015W	RpS20
YLR105C	CG31812
YGR046W	CG33331
YER053C	Mpcp2
YER053C	Mpcp1
YJL024C	or
YKL212W	Sac1
YCR033W	Smr
YKR057W	RpS21
YJL136C	RpS21
YDL015C	Sc2
YNL001W	pelo
YCL001W-A	pelo
YLR039C	Rich
YPL120W	Atg6
YHL013C	CG7857
YGL119W	CG32649
YIL062C	Arpc5
YOR187W	mEFTu1
YPL065W	Vps28
YGL004C	U3-55K
YPR137W	U3-55K
YJL126W	NitFhit
YMR039C	Ssb-c31a
YML126C	Hmgs
YEL026W	hoip
YLR442C	Orc1
YML065W	Orc1
YJR069C	CG8891
YNL240C	CG17683
YLR029C	RpL15
YMR121C	RpL15
YJL091C	PIG-Wa
YJL091C	PIG-Wb
YDL219W	Dtd
YLR196W	nclb
YPR112C	CG3335
YDR236C	CG2846
YPR180W	Aos1
YLL018C	AspRS
YER110C	CG32164
YER110C	CG32165
YFR006W	Dip-C
YPL090C	RpS6
YBR181C	RpS6
YDR529C	UQCR-14L
YDR529C	UQCR-14
YMR041C	CG3397
YMR041C	CG12224
YMR041C	CG18547
YNL138W	capt
YNL039W	Bdp1
YJR095W	sea
YBR291C	sea
YGR184C	Ubr1
YLR024C	Ubr1
YHR068W	CG8005
YDL205C	l(3)02640
YML071C	CG6488
YDR185C	slmo
YLR168C	slmo
YDR298C	ATPsynO
YNL045W	CG10602
YOR281C	viaf
YIL129C	fry
YOR260W	eIF2Bgamma
YMR308C	Karybeta3
YGL048C	Rpt6R
YGL048C	Rpt6
YGL080W	Mpc1
YPL183W-A	mRpL36
YER102W	RpS8
YBL072C	RpS8
YDR087C	Nnp-1
YOR217W	Gnf1
YKL216W	Dhod
YDR057W	CG6766
YBR261C	Ntmt
YDR419W	DNApol-eta
YPL028W	CG10932
YPL263C	CG4069
YDR226W	Adk2
YJR135W-A	Tim8
YLR116W	SF1
YKL134C	CG7791
YDL234C	Tbc1d15-17
YMR028W	Tap42
YKR068C	Bet3
YGR093W	CG7741
YDR394W	Rpt3
YDR394W	Rpt3R
YJR057W	CG5757
YPL042C	Cdk8
YOL033W	GluRS-m
YBR103W	ebi
Q0250	mt:CoII
YJL200C	CG4706
YLR304C	CG4706
YJL200C	Acon
YLR304C	Acon
YFR028C	cdc14
YDR375C	CG4908
YOR111W	CG9515
YMR027W	CG11475
YMR027W	CG11474
YMR027W	CG4161
YMR027W	CG2921
YOR222W	CG9582
YPL134C	CG9582
YOR222W	CG5254
YPL134C	CG5254
YGL167C	SPoCk
YNL293W	CG5916
YOL112W	CG5916
YLR205C	Ho
YKL087C	Cchl
YOR093C	DIP2
YPR021C	aralar1
YJR060W	Usf
YKL120W	CG8323
YKL120W	CG18327
YKL120W	CG18324
YGL191W	CG14077
YGL191W	COX6AL
YGL191W	levy
YNL084C	Eps-15
YBL047C	Eps-15
YHR114W	Cip4
YGR070W	RhoGEF64C
YLR371W	RhoGEF64C
YCR030C	CG8176
YHR175W	Ctr1B
YHR175W	Ctr1A
YHR175W	Ctr1C
YAL041W	RhoGEF3
YCL032W	cnk
YDR045C	CG33785
YNL124W	CG10341
YML046W	CG1646
YBR155W	Dpit47
YLL036C	Prp19
YPR094W	Phf5a
YJL194W	Cdc6
YNL262W	DNApol-epsilon255
YGL099W	Ns3
YOR117W	Rpt5
YGL021W	Haspin
YBL009W	Haspin
YPL213W	U2A
YPL008W	CG11403
YNL132W	l(1)G0020
YOR210W	Rpb10
YMR240C	Sf3b2
YIL083C	Ppcs
YLR459W	PIG-U
YDL207W	Gle1
YGR245C	Mys45A
YKL110C	CG3587
YPL244C	meigo
YER105C	Nup154
YBL079W	Nup154
YDR398W	CG30349
YCR057C	CG12325
YHL031C	Gos28
YCR044C	PGAP3
YER100W	CG5823
YDR145W	Taf12
YGR173W	CG6195
YPR091C	CG43783
YJL124C	LSm1
YER021W	Rpn3
YLR147C	SmD3
YDR166C	Sec5
YLR438C-A	LSm3
YNR046W	CG12975
YDL216C	CSN5
YHR121W	Hez
YHR121W	Lsm12
YGL027C	GCS1
YNL139C	tho2
YDR339C	Bka
YPR168W	MED10
YDR473C	Prp3
YPR081C	GlyRS
YBR121C	GlyRS
YKL086W	CG6762
YPR133C	CG9915
YOR103C	Dad1
YIR002C	Fancm
YPR041W	eIF5
YER008C	Sec3
YBL080C	GatB
YLR305C	PI4KIIIalpha
YDR430C	CG3107
YGR029W	Alr
YJR066W	Tor
YKL203C	Tor
YFL044C	CG4603
YPL271W	sun
YPL271W	ATPsynepsilonL
YFR010W	Usp14
YDR152W	CG15605
YDR152W	CG5515
YPR191W	UQCR-C2
YNL177C	mRpL22
YOL077C	CG11583
YHR143W-A	Rpb12
YKL145W	Rpt1
YGR253C	Prosalpha5
YBR217W	Atg12
YOR224C	Rpb8
YOR001W	Rrp6
YLR051C	CG1142
YHR074W	Nadsyn
YOR077W	kin17
YDR311W	Tfb1
YOR035C	unc-45
YLR197W	Nop56
YLR370C	Arpc3B
YLR370C	Arpc3A
YPR110C	CG3756
YOR179C	Cpsf73
YLR277C	Cpsf73
YDL145C	alphaCOP
YGR116W	Spt6
YMR217W	bur
YLR285W	CG5013
YLL018C-A	CG42496
YDR151C	Tis11
YJL090C	mus101
YBL035C	DNApol-alpha73
YPL210C	Srp72
YPR113W	Pis
YIR012W	CG5114
YJL010C	CG11123
YGR214W	sta
YLR048W	sta
YLR060W	beta-PheRS
YLR450W	Hmgcr
YML075C	Hmgcr
YAL032C	Bx42
YMR023C	CG18528
YKR095W	Mtor
YIL149C	Mtor
YOR254C	Sec63
YDR013W	CG32318
YDR013W	Psf1
YHR170W	Nmd3
YDR205W	ZnT86D
YPR187W	RpII18
YMR231W	Vps11
YGR095C	Rrp46
YMR125W	CG7907
YMR125W	Cbp80
YIL021W	RpII33
YOR074C	Ts
YOR184W	CG11899
YHR099W	Nipped-A
YDR189W	Slh
YNL107W	Gas41
YJR017C	dod
YGR277C	Ppat-Dpck
YGL240W	APC10
YLR306W	UbcE2M
YOR159C	SmE
YGL198W	CG3652
YPL126W	l(2)05287
YJR084W	PCID2
YBL084C	Cdc27
YDL007W	Rpt2
YKR023W	CG11710
YIL022W	CG11779
YCL001W	CG11857
YIL066C	RnrL
YER070W	RnrL
YNL006W	Lst8
YFL017W-A	SNRPG
YLR016C	CG17168
YOR119C	RIOK1
YOL142W	Rrp40
YGR021W	CG4957
YDR268W	TrpRS-m
YHL010C	CG5555
YMR281W	PIG-L
YDR196C	Dpck
YBR091C	Tim10
YHR005C-A	Tim10
YLR208W	Sec13
YGR024C	THG
YNL250W	rad50
YNL092W	CG11596
YPL012W	CG2691
YMR272C	fa2h
YLR045C	msps
YPR051W	Naa30B
YPR051W	Naa30A
YHR077C	Upf2
YOL127W	RpL23A
YJR007W	eIF2alpha
YMR049C	CG5033
YLR247C	CG7376
YBR243C	CG5287
YJL068C	CG4390
YDR116C	mRpL1
YIL110W	CG17219
YLR325C	RpL38
YBL091C	und
YDR361C	CG9286
YPL172C	CG5037
YOL102C	CG33057
YIL008W	Urm1
YDR266C	CG11414
YLR275W	SmD2
YPL097W	TyrRS-m
YGR218W	emb
YNR020C	CG5131
YHL004W	mRpS2
YHR089C	CG4038
YOR310C	nop5
YBR265W	CG10425
YDR159W	xmas-2
YOR370C	Rep
YBR020W	Galk
YDR009W	Galk
YIL030C	CG1317
YGR267C	Pu
YGR074W	SmD1
YPL237W	eIF2beta
YDR177W	Ubc4
YHR186C	raptor
YDR486C	Vps60
YNL026W	CG7639
YGL017W	Ate1
YOR261C	Rpn8
YGR285C	CG10565
YMR304W	Usp7
YPR176C	betaggt-II
YER159C	NC2alpha
YDR280W	Rrp45
YER143W	rngo
YOR308C	CG6686
YOL080C	CG6833
YPL151C	Tango4
YBR154C	Rpb5
YBR142W	CG9143
YGL070C	RpII15
YBR236C	Rnmt
YLR435W	CG14543
YLR418C	CG6220
YLR418C	hyx
YLR026C	Syx5
YPL131W	RpL5
YMR293C	GatA
YGR132C	l(2)37Cc
YIR005W	CG10466
YFR031C	SMC2
YHR166C	CG31687
YHR166C	Cdc23
YNL182C	CG14805
YDR488C	CG14805
YER156C	CG11980
YBR123C	l(2)37Cd
YDR101C	CG10576
YEL021W	r-l
YNL310C	CG8206
YNL310C	CG12379
YML049C	Sf3b3
YGR171C	MetRS-m
YGR261C	rb
YDL064W	lwr
YNL224C	CG10053
YLR271W	CG10053
YPR047W	PheRS-m
YEL051W	Vha36-1
YEL051W	Vha36-3
YOR349W	TBCD
YDR064W	RpS13
YJR093C	Fip1
YCR081W	kto
YER014W	Ppox
YLR382C	LeuRS-m
YBR282W	mRpL41
YGL192W	Mettl3
YML013W	Faf2
YDL091C	Faf2
YOR057W	Sgt1
YBR079C	eIF3a
YPL029W	Suv3
YKL073W	CG2918
YNL169C	Pisd
YGL047W	CG14512
YJL167W	Fpps
YKL059C	snama
YOL008W	CG9410
YBL092W	RpL32
YBR070C	Alg14
YDR427W	Rpn9
YBL059C-A	CG42375
YNR041C	Coq2
YKL058W	TfIIA-S-2
YKL058W	TfIIA-S
YOL058W	Ass
YBL102W	CG33635
YLL011W	CG7275
YNL249C	CG11594
YDR109C	CG11594
YDR386W	mus81
YFR027W	eco
YDR238C	betaCOP
YDR167W	Taf10b
YDR167W	Taf10
YPL104W	AspRS-m
YDL178W	D2hgdh
YEL071W	D2hgdh
YGR127W	Tango2
YKL010C	ctrip
YBR061C	CG7009
YBR061C	CG5220
YDR246W	Trs23
YGR227W	Alg10
YOL135C	MED7
YGL018C	Hsc20
YBL020W	CG3149
YDL208W	NHP2
YDR397C	NC2beta
YCL039W	CG7611
YGR063C	spt4
YMR077C	Vps20
YNL267W	fwd
YDL147W	Rpn5
YHR018C	CG9510
YLR351C	CG8132
YLR166C	Sec10
YEL024W	RFeSP
YGL136C	CG11447
YKL018W	CG3515
YKL018W	Wdr82
YDR180W	Nipped-B
YER162C	Xpc
YNL313C	CG5290
YMR310C	CG12128
YGR283C	CG12128
YNL320W	Bem46
YPR175W	DNApol-epsilon58
YGR211W	Zpr1
YLR316C	CG10927
YOR361C	eIF3b
YKL113C	Fen1
YOL049W	Gss1
YOL049W	Gss2
YDR023W	SerRS
YER112W	CG17768
YKL215C	CG4752
YEL029C	Pdxk
YNR027W	Pdxk
YOR002W	gny
YDL090C	CG17565
YIL143C	hay
YIR008C	DNApol-alpha50
YGR207C	CG7834
YPL178W	Cbp20
YNL025C	CycC
YPL040C	IleRS-m
YGR194C	CG3534
YGR194C	CG3544
YDR301W	Cpsf160
YMR218C	SIDL
YHR111W	Uba4
YER141W	CG3803
YCR047C	CG10903
YIL007C	CG9588
YKL196C	Ykt6
YPL047W	Sgf11
YDR299W	Aatf
YNL063W	HemK1
YER173W	Rad17
YBR269C	Sirup
YBR269C	CG15283
Q0070	mt:CoI
Q0045	mt:CoI
YKL141W	CG6629
YMR118C	CG6629
YKL141W	SdhC
YMR118C	SdhC
YGL097W	Rcc1
YML059C	sws
YER144C	Usp2
YDR069C	Usp2
YMR234W	rnh1
YDR469W	CG33060
YDR469W	Dpy-30L1
YDR469W	Dpy-30L2
YBR219C	CG9706
YBR220C	CG9706
YOR269W	Lis-1
YGR181W	CG34132
YGR181W	Tim13
YGR181W	CG42302
YPR107C	Clp
YLR017W	CG31115
YLR017W	Mtap
YLR310C	Sos
YOR181W	Whamy
YOR181W	WASp
YDR162C	Socs44A
YDR162C	Crk
YOL147C	Pex11
YCL057C-A	CG12479
YCL057C-A	CG41128
YCL057C-A	CG13564
YGR082W	tomboy20
YGR082W	Tom20
YJL100W	Pi4KIIalpha
YPL181W	MBD-R2
YFR015C	GlyS
YLR258W	GlyS
YLR242C	Arv1
YCR093W	Not1
YPL132W	CG31648
YML098W	Taf13
YDR165W	wuho
YER171W	Xpd
YHR069C	Rrp4
YAL033W	CG14057
YMR078C	cutlet
YML038C	CG14971
YPL217C	CG7728
YKL144C	CG7339
YDR080W	lt
YEL046C	CG10184
YDR331W	PIG-K
YNL153C	Pfdn4
YJR104C	Sod1
YHR164C	CG2990
YPL160W	LeuRS
YMR194C-B	CG42381
YDR364C	CG6015
YJR034W	CG13018
YDL193W	Tango14
YBR004C	PIG-V
YLR268W	Sec22
YDR079C-A	Tfb5
YLR148W	dor
YGR187C	CG6073
YLR262C-A	CG13364
YLR262C-A	CG16824
YNL219C	CG11851
YMR284W	Irbp
YGR047C	CG8950
YIL091C	CG3735
YMR061W	su(f)
YPR056W	Tfb4
YML060W	Ogg1
YLR097C	CG5961
YAL025C	Rbm13
YJR064W	CCT5
YKL009W	RpLP0-like
YGL241W	Ranbp9
YGL110C	CG2701
YDR294C	Sply
YDL097C	Rpn6
YDR142C	Pex7
YMR074C	PDCD-5
YBR247C	bys
YNL041C	CG1968
YGL174W	CG13625
YMR128W	kz
YOR148C	CG10324
YFL001W	CG3045
YDL060W	Tsr1
YLR022C	CG8549
YBL023C	Mcm2
YML105C	Srp19
YDR329C	Pex3
YGR200C	Elp2
YDR137W	CG1116
YOR339C	vih
YPL093W	Non1
YPR004C	wal
YML077W	Bet5
YDL033C	CG3021
YLR015W	ash2
YNR053C	Ns2
YDR182W	Mppe
YDR182W	PGAP5
YFR050C	Prosbeta7
YGR013W	CG4119
YLR240W	Pi3K59F
YOL114C	CG6094
YNL075W	CG11920
YGR090W	Mat89Ba
YGL100W	Nup44A
YGL195W	CG17514
YBR251W	mRpS5
YJR022W	CG2021
YBL074C	CG12320
YIL064W	CG9643
YLR106C	CG13185
YKL045W	DNApol-alpha60
YPL167C	mus205
YER140W	CG7218
YDL148C	l(3)07882
YDR060W	CG7839
YGR054W	CG7414
YER157W	Cog3
YCR042C	Taf2
YNL227C	CG2790
YGR005C	TfIIFbeta
YOR340C	CG13773
YKR009C	Mfe2
YPR189W	CG8777
YGL095C	Vps45
YDL028C	Mps1
YKL022C	Cdc16
YLR002C	CG1234
YKL033W	CG16908
YBR006W	Ssadh
YPR162C	Orc4
YMR092C	flr
YLR386W	CG5608
YKL100C	Spp
YNL147W	LSm7
YLR127C	mr
YLR274W	Mcm5
YEL053C	Naa35
YPR019W	dpa
YPR144C	CG2875
YOR206W	CG9246
YOR319W	Spx
YCR087C-A	CG12909
YMR131C	l(2)09851
YOR091W	CG8635
YHR072W-A	CG7637
YGR188C	BubR1
YGR188C	Bub1
YIL150C	Mcm10
YPL043W	CG4806
YDR390C	Uba2
YOR236W	Dhfr
YJR010C-A	Spase12
YJR008W	CG8031
YDR265W	Pex10
YMR114C	CG11986
YHL030W	CG8858
YLR059C	CG10214
YOR362C	Prosalpha7
YJL074C	SMC3
YDR121W	Chrac-14
YNL113W	l(2)37Cg
YOR265W	CG1890
YOR265W	CG9072
YBL097W	barr
YDL043C	Sf3a2
YNL315C	CG10340
YOR004W	CG17652
YPL076W	PIG-C
YMR274C	Sras
YDR228C	Pcf11
YLR074C	CG3224
YBR060C	Orc2
YOR294W	CG32409
YPL045W	Vps16A
YNR043W	Mvd
YPL227C	wol
YNL048W	Alg11
YPL146C	CG1785
YKR024C	CG8611
YOR112W	yata
YJR006W	CG12018
YGR123C	PpD3
YBR257W	CG8038
YOR356W	Etf-QO
YDL153C	Sas10
YOR067C	xit
YLR009W	RpL24-like
YNL062C	CG9596
YGL238W	Cse1
YDR333C	CG7927
YGR002C	DMAP1
YNL221C	l(1)G0045
YNL035C	CG12134
YBR170C	Npl4
YMR093W	CG3071
YDR365C	CG11417
YMR048W	CG10336
YJL008C	CCT8
YLR143W	CG1578
YOL097C	TrpRS
YLR071C	MED14
YDR335W	Ranbp21
YOL087C	CG9062
YML095C	Ercc1
YKL056C	Tctp
YDL098C	CG11586
YDL008W	lmgA
YJL109C	l(2)k09022
YER006W	Ns1
YHR188C	PIG-T
YDR434W	PIG-S
YLR291C	eIF2Bbeta
YCR060W	STUB1
YDL111C	Rrp42
YPL098C	CG6878
YOL107W	CG9536
YPL125W	Impbeta11
YMR035W	CG11110
YPR055W	Sec8
YPL101W	CG6907
YPR147C	CG9186
YJL111W	CCT7
YMR229C	CG5728
YJL072C	Psf2
YOR145C	l(1)G0004
YDR140W	HemK2
YDR115W	mRpL34
YDL116W	Nup107
YDR496C	peng
YDL143W	CCT4
YPR185W	Atg13
YKL213C	Plap
YDR212W	CCT1
YPL094C	Trp1
YAR003W	Rbbp5
YHR058C	MED6
YLR129W	CG8064
YEL003W	Pfdn2
YKL172W	CG1542
YNL163C	CG33158
YKR081C	Non3
YNL308C	CG5645
YLR103C	CDC45L
YJL030W	mad2
YOL124C	CG1074
YDL029W	Arp2
YFL025C	PGAP1
YCL010C	Sgf29
YDL058W	p115
YML069W	Ssrp
YLR085C	Arp6
YPR036W	VhaSFD
YPR135W	Ctf4
YBL008W	Hira
YMR013C	CG8311
YPL175W	PIG-A
YBR026C	CG16935
YEL020W-A	Tim9a
YBR252W	dUTPase
YHR012W	Vps29
YBL088C	tefu
YHR144C	CG6951
YDR482C	CG7971
YNR015W	CG1434
YIL061C	snRNP-U1-70K
YNL207W	RIOK2
YBL055C	CG3358
YGR183C	ox
YPL082C	Hel89B
YIL097W	CG31357
YMR259C	THADA
YPR016C	eIF6
YHR070W	CG32281
YGR145W	l(2)34Fd
YLR186W	CG3527
YLR272C	Cap-D2
YIL065C	Fis1
YLR175W	Nop60B
YJR070C	nero
YGR001C	CG9154
YKL019W	Fnta
YDR283C	Gcn2
YKL191W	CG7265
YPR100W	mRpL43
YKL099C	CG1789
YBL041W	Prosbeta6
YGR033C	CG7382
YCR054C	CG4975
YAL002W	Vps8
YPR105C	CG7456
YHR088W	CG6712
YBR202W	Mcm7
YGR020C	Vha14-1
YLR298C	snRNP-U1-C
YDL120W	fh
YBR055C	CG6841
YDL142C	CLS
YLR409C	CG9799
YHR075C	CG5068
YBL076C	IleRS
YGL207W	dre4
YKL218C	Srr
YJR122W	CG8043
YKL207W	EMC3
YLR243W	CG2656
YGR264C	MetRS
YKL013C	Arpc4
YPL211W	CG7006
YNR038W	Dbp73D
YDL017W	Cdc7
YDL017W	CG5790
YDL112W	CG18596
YIR026C	MKP-4
YJR102C	Vps25
YDR027C	scat
YCR063W	l(1)10Bb
YMR149W	OstDelta
YJR072C	CG3704
YPR108W	Rpn7
YDL150W	CG5147
YCL054W	CG8939
YLR181C	Vta1
YDR148C	CG5214
YPL002C	lsn
YDR449C	CG7246
YJR055W	CG8204
YBR097W	Vps15
YPR085C	CG13192
YDR292C	Gtp-bp
YER151C	Usp10
YJL096W	mRpL21
YBL004W	CG4554
YBR133C	csul
YMR193W	mRpL28
YKL149C	ldbr
YLR172C	Dph5
