NCU05782	YGL078C
NCU02260	YDR394W
NCU07773	YJR057W
NCU07172	YPL042C
NCU00466	YOL033W
NCU16028	Q0250
NCU04280	YJL200C
NCU02366	YLR304C
NCU03246	YFR028C
NCU03767	YDR375C
NCU03921	YDR375C
NCU03231	YDR375C
NCU03130	YOR111W
NCU07814	YMR027W
NCU08066	YIL088C
NCU08066	YER119C
NCU08066	YBL089W
NCU04837	YOR222W
NCU04837	YPL134C
NCU03292	YGL167C
NCU03330	YNL293W
NCU03330	YOL112W
NCU04514	YNL293W
NCU04514	YOL112W
NCU08138	YKL087C
NCU05601	YAL039C
NCU03756	YHR137W
NCU09116	YGL202W
NCU09184	YJR078W
NCU05752	YJR078W
NCU00239	YOR093C
NCU01241	YPR021C
NCU09837	YPR021C
NCU16927	YPR021C
NCU06744	YJR060W
NCU02719	YJR060W
NCU08999	YJR060W
NCU07884	YKL120W
NCU01962	YGL191W
NCU06347	YNL084C
NCU09469	YBL047C
NCU01161	YHR114W
NCU02131	YGR070W
NCU02131	YLR371W
NCU00668	YGR070W
NCU00668	YLR371W
NCU04427	YCR030C
NCU03281	YHR175W
NCU07389	YCL032W
NCU00455	YCL032W
NCU03184	YMR070W
NCU09576	YMR070W
NCU06122	YPL242C
NCU03116	YPL242C
NCU02009	YOL152W
NCU00023	YOL152W
NCU00829	YOL152W
NCU03868	YOL152W
NCU08194	YOL152W
NCU00876	YOL152W
NCU02278	YOL152W
NCU02020	YOL152W
NCU09333	YGR044C
NCU06186	YGR044C
NCU09335	YGR044C
NCU03699	YGR044C
NCU02994	YGR044C
NCU06487	YGR044C
NCU04619	YGR044C
NCU00285	YGR044C
NCU06541	YOR099W
NCU01388	YBR199W
NCU04037	YIL085C
NCU04037	YNL029C
NCU06166	YIL085C
NCU06166	YNL029C
NCU05680	YIL085C
NCU05680	YNL029C
NCU09937	YKL046C
NCU09937	YMR238W
NCU02032	YKL046C
NCU02032	YMR238W
NCU03770	YKL046C
NCU03770	YMR238W
NCU02216	YKL046C
NCU02216	YMR238W
NCU06319	YKL046C
NCU06319	YMR238W
NCU08127	YKL046C
NCU08127	YMR238W
NCU04262	YKL046C
NCU04262	YMR238W
NCU06521	YGR288W
NCU06521	YBR297W
NCU06521	YPR196W
NCU06521	YFL052W
NCU09974	YGR288W
NCU09974	YBR297W
NCU09974	YPR196W
NCU09974	YFL052W
NCU10080	YGR288W
NCU10080	YBR297W
NCU10080	YPR196W
NCU10080	YFL052W
NCU07788	YGR288W
NCU07788	YBR297W
NCU07788	YPR196W
NCU07788	YFL052W
NCU08443	YGR288W
NCU08443	YBR297W
NCU08443	YPR196W
NCU08443	YFL052W
NCU00570	YDR045C
NCU04455	YNL124W
NCU10810	YML046W
NCU07746	YBR155W
NCU06340	YBR155W
NCU11357	YLL036C
NCU00348	YPR094W
NCU02776	YJL194W
NCU04548	YNL262W
NCU04166	YGL099W
NCU04414	YOR117W
NCU00407	YGL021W
NCU00407	YBL009W
NCU06622	YPL213W
NCU11409	YPL008W
NCU02284	YNL132W
NCU02605	YOR210W
NCU05452	YMR240C
NCU09090	YIL083C
NCU00924	YLR459W
NCU01198	YDL207W
NCU09488	YGR245C
NCU00178	YKL110C
NCU10721	YPL244C
NCU04463	YER105C
NCU04463	YBL079W
NCU08421	YDR398W
NCU03794	YCR057C
NCU06086	YIL070C
NCU02706	YHL031C
NCU08609	YCR044C
NCU05592	YER100W
NCU02223	YDR145W
NCU01183	YGR173W
NCU01947	YPR091C
NCU01601	YJL124C
NCU02224	YER021W
NCU03625	YLR147C
NCU07698	YDR166C
NCU09512	YLR438C-A
NCU01201	YNR046W
NCU00467	YDL216C
NCU03657	YGL027C
NCU07002	YNL139C
NCU04159	YDR339C
NCU00220	YPR168W
NCU01637	YDR473C
NCU00405	YPR081C
NCU00405	YBR121C
NCU09203	YPR133C
NCU09216	YOR103C
NCU03719	YML068W
NCU05845	YML068W
NCU02914	YML068W
NCU09318	YIR002C
NCU00366	YPR041W
NCU09869	YER008C
NCU09025	YBL080C
NCU01632	YDR127W
NCU09367	YLR305C
NCU02419	YMR188C
NCU01272	YDR430C
NCU02396	YGR029W
NCU05608	YJR066W
NCU05608	YKL203C
NCU02353	YFL044C
NCU03558	YPL271W
NCU01919	YFR010W
NCU09381	YDR152W
NCU03559	YPR191W
NCU05813	YNL177C
NCU01524	YOL077C
NCU04508	YHR143W-A
NCU02840	YKL145W
NCU05295	YGR253C
NCU10049	YBR217W
NCU08030	YOR224C
NCU02256	YOR001W
NCU00115	YLR051C
NCU04648	YHR074W
NCU03839	YOR077W
NCU05423	YDR311W
NCU06821	YOR035C
NCU06943	YLR197W
NCU08280	YGR175C
NCU09572	YLR370C
NCU02533	YPR110C
NCU03479	YOR179C
NCU03479	YLR277C
NCU10066	YDL145C
NCU04611	YGR116W
NCU02325	YMR217W
NCU03708	YLR285W
NCU04775	YLR285W
NCU09809	YLL018C-A
NCU09503	YJL090C
NCU03597	YBL035C
NCU01455	YPL210C
NCU09192	YPR113W
NCU02477	YIR012W
NCU06118	YJL010C
NCU03393	YGR214W
NCU03393	YLR048W
NCU08888	YLR060W
NCU00712	YLR450W
NCU00712	YML075C
NCU03799	YAL032C
NCU04149	YMR023C
NCU04059	YKR095W
NCU04059	YIL149C
NCU00169	YOR254C
NCU02631	YDR013W
NCU08663	YHR170W
NCU07262	YDR205W
NCU11012	YPR187W
NCU03194	YOR128C
NCU05422	YMR231W
NCU03268	YGR095C
NCU00696	YBL007C
NCU02978	YBL007C
NCU04187	YMR125W
NCU01515	YIL021W
NCU10053	YOR074C
NCU08352	YDR353W
NCU01429	YOR184W
NCU01379	YHR099W
NCU04252	YDR189W
NCU00359	YNL107W
NCU08554	YJR017C
NCU06029	YGR277C
NCU08731	YGL240W
NCU03610	YLR306W
NCU06354	YOR159C
NCU06367	YGL198W
NCU02604	YPL126W
NCU08388	YJR084W
NCU16773	YJR084W
NCU00213	YBL084C
NCU01224	YDL007W
NCU04855	YKR023W
NCU03229	YIL022W
NCU06447	YCL001W
NCU03539	YIL066C
NCU03539	YER070W
NCU04281	YNL006W
NCU09880	YFL017W-A
NCU06883	YLR016C
NCU08767	YOR119C
NCU00693	YOL142W
NCU10169	YGR021W
NCU16657	YDR268W
NCU11215	YHL010C
NCU11426	YGR233C
NCU09510	YMR281W
NCU00369	YDR196C
NCU00930	YBR091C
NCU00930	YHR005C-A
NCU05129	YER090W
NCU04063	YLR208W
NCU02105	YGR024C
NCU00901	YNL250W
NCU03692	YNL092W
NCU01675	YPL012W
NCU03492	YMR272C
NCU04535	YLR045C
NCU02417	YPR051W
NCU06550	YNL333W
NCU06550	YFL059W
NCU06550	YMR096W
NCU03068	YHR044C
NCU03068	YHR043C
NCU03068	YER062C
NCU03068	YIL053W
NCU05267	YHR077C
NCU06226	YOL127W
NCU08277	YJR007W
NCU03321	YMR049C
NCU03652	YLR247C
NCU10762	YBR243C
NCU00173	YJL068C
NCU08893	YDR116C
NCU00956	YIL110W
NCU03635	YLR325C
NCU04306	YBL091C
NCU07726	YDR361C
NCU06141	YPL172C
NCU06254	YOL102C
NCU04177	YIL008W
NCU02203	YDR266C
NCU03778	YLR275W
NCU03030	YPL097W
NCU01820	YGR218W
NCU00107	YNR020C
NCU12023	YHL004W
NCU16757	YHR089C
NCU03396	YOR310C
NCU00302	YBR265W
NCU01288	YDR159W
NCU03191	YOR370C
NCU08687	YBR020W
NCU08687	YDR009W
NCU07516	YIL030C
NCU07774	YGR267C
NCU00505	YGR074W
NCU04640	YPL237W
NCU01225	YDR177W
NCU00621	YHR186C
NCU04541	YDR486C
NCU05593	YNL026W
NCU01803	YGL017W
NCU01547	YOR261C
NCU03009	YGR285C
NCU03797	YMR304W
NCU07509	YPR176C
NCU06405	YER159C
NCU00334	YDR280W
NCU05292	YER143W
NCU11222	YOR308C
NCU05217	YOL080C
NCU02966	YPL151C
NCU05305	YBR154C
NCU04041	YBR142W
NCU08553	YGL070C
NCU03971	YBR236C
NCU03907	YLR435W
NCU16790	YLR418C
NCU01907	YLR026C
NCU04331	YPL131W
NCU00660	YMR293C
NCU08946	YGR132C
NCU05818	YKR070W
NCU03173	YKR070W
NCU04924	YKR070W
NCU02467	YIR005W
NCU07679	YFR031C
NCU01174	YHR166C
NCU00560	YNL182C
NCU00560	YDR488C
NCU03859	YER156C
NCU03787	YBR123C
NCU00422	YDR101C
NCU03488	YEL021W
NCU02499	YNL310C
NCU00396	YML049C
NCU03759	YGR171C
NCU06569	YGR261C
NCU04302	YDL064W
NCU02678	YNL224C
NCU02678	YLR271W
NCU01512	YPR047W
NCU08035	YEL051W
NCU07004	YOR349W
NCU03038	YDR064W
NCU07654	YJR093C
NCU00962	YCR081W
NCU16396	YER014W
NCU03814	YLR382C
NCU07057	YBR282W
NCU01928	YML013W
NCU01928	YDL091C
NCU01118	YOR057W
NCU00040	YBR079C
NCU06371	YPL029W
NCU09485	YKL073W
NCU03695	YNL169C
NCU17108	YGL047W
NCU01175	YJL167W
NCU06718	YKL059C
NCU00464	YBL092W
NCU03344	YBR070C
NCU02374	YDR427W
NCU09250	YBL059C-A
NCU01553	YNR041C
NCU09748	YKL058W
NCU02639	YOL058W
NCU02723	YBL102W
NCU01595	YLL011W
NCU01701	YDR109C
NCU07457	YDR386W
NCU04404	YDR238C
NCU08729	YDR167W
NCU02585	YPL104W
NCU06054	YHR190W
NCU06441	YDL178W
NCU06441	YEL071W
NCU05525	YGR127W
NCU09866	YKL010C
NCU04040	YBR061C
NCU11085	YDR246W
NCU16845	YGR227W
NCU05944	YOL135C
NCU07360	YGL018C
NCU05783	YBL020W
NCU08951	YDL208W
NCU02017	YDR397C
NCU04101	YCL039W
NCU03838	YGR063C
NCU10430	YMR077C
NCU10397	YNL267W
NCU02650	YDL147W
NCU08162	YHR018C
NCU06726	YLR351C
NCU09313	YLR166C
NCU01758	YPL222W
NCU06606	YEL024W
NCU12112	YGL136C
NCU04153	YNL292W
NCU07885	YKL018W
NCU05250	YDR180W
NCU06585	YER162C
NCU12087	YER162C
NCU09658	YNL313C
NCU00597	YMR310C
NCU00597	YGR283C
NCU03276	YNL320W
NCU10155	YPR175W
NCU08507	YGR211W
NCU01725	YLR316C
NCU02208	YOR361C
NCU10776	YKL113C
NCU03564	YKL113C
NCU06191	YOL049W
NCU01443	YDR023W
NCU07683	YER112W
NCU04569	YKL215C
NCU10351	YEL029C
NCU10351	YNR027W
NCU03317	YOR002W
NCU05999	YDL090C
NCU06438	YIL143C
NCU02232	YIR008C
NCU07733	YGR207C
NCU00210	YPL178W
NCU01563	YNL025C
NCU00920	YPL040C
NCU11353	YGR194C
NCU03629	YOL086W-A
NCU02082	YDR301W
NCU02225	YMR218C
NCU00736	YHR111W
NCU04817	YER141W
NCU00777	YCR047C
NCU11053	YIL007C
NCU08973	YKL196C
NCU04787	YDR299W
NCU03816	YNL063W
NCU00517	YER173W
NCU08416	YBR269C
NCU16016	Q0070
NCU16016	Q0045
NCU00758	YHL008C
NCU07756	YKL141W
NCU07756	YMR118C
NCU03001	YGL097W
NCU05513	YGL097W
NCU08276	YML059C
NCU05750	YMR234W
NCU03037	YDR469W
NCU09101	YBR219C
NCU09101	YBR220C
NCU04534	YOR269W
NCU04312	YOR269W
NCU11312	YOL130W
NCU11312	YFL050C
NCU03312	YKL064W
NCU06244	YGR181W
NCU08568	YBR111C
NCU00548	YBR111C
NCU08353	YPR107C
NCU03963	YLR017W
NCU09758	YLR310C
NCU06500	YLR310C
NCU07438	YOR181W
NCU03113	YDR162C
NCU04802	YOL147C
NCU06495	YCL057C-A
NCU06632	YGR082W
NCU04355	YJL100W
NCU06233	YPL181W
NCU02121	YPL181W
NCU06687	YFR015C
NCU06687	YLR258W
NCU16784	YLR242C
NCU04766	YCR093W
NCU01657	YPL132W
NCU03464	YML098W
NCU07409	YDR165W
NCU01625	YER171W
NCU03906	YDR068W
NCU04009	YHR069C
NCU16771	YAL033W
NCU07313	YMR078C
NCU03333	YNL032W
NCU04189	YGR229C
NCU03097	YML038C
NCU04348	YPL217C
NCU11197	YKL144C
NCU05902	YDR080W
NCU00944	YEL046C
NCU07259	YDR331W
NCU03401	YNL153C
NCU02133	YJR104C
NCU04749	YHR164C
NCU09463	YPL160W
NCU16378	YMR194C-B
NCU06921	YDR364C
NCU02149	YJR034W
NCU09312	YDL193W
NCU05960	YBR004C
NCU06708	YLR268W
NCU06646	YDR079C-A
NCU06183	YLR148W
NCU08324	YGR187C
NCU07972	YLR262C-A
NCU04454	YNL219C
NCU08290	YMR284W
NCU00310	YGR047C
NCU01022	YIL091C
NCU09435	YMR061W
NCU01580	YPR056W
NCU03622	YDR320C
NCU03040	YML060W
NCU03146	YLR097C
NCU07849	YPL258C
NCU07849	YOL055C
NCU07849	YPR121W
NCU04150	YAL025C
NCU03980	YJR064W
NCU07547	YKL009W
NCU06578	YGL241W
NCU06893	YGL110C
NCU06761	YDR294C
NCU01596	YDL097C
NCU07662	YDR142C
NCU02156	YMR074C
NCU06232	YCL018W
NCU08323	YBR247C
NCU02421	YNL041C
NCU04362	YGL174W
NCU03808	YMR128W
NCU01784	YFL001W
NCU01503	YDL060W
NCU00476	YLR022C
NCU04327	YBL023C
NCU03485	YML105C
NCU06175	YDR329C
NCU04176	YGR200C
NCU06774	YDR137W
NCU08345	YOR339C
NCU05289	YPL093W
NCU08004	YPR004C
NCU06176	YML077W
NCU06993	YLR015W
NCU02546	YNR053C
NCU07483	YDR182W
NCU07365	YFR050C
NCU06959	YGR013W
NCU00656	YLR240W
NCU16367	YDR437W
NCU02285	YOL114C
NCU04243	YNL075W
NCU09437	YGR090W
NCU04376	YGL100W
NCU05803	YGL195W
NCU01800	YBR251W
NCU03085	YJR022W
NCU07844	YBL074C
NCU00487	YIL064W
NCU06468	YLR106C
NCU04646	YKL045W
NCU01951	YPL167C
NCU07125	YER140W
NCU07393	YDL148C
NCU09894	YDR060W
NCU06099	YGR054W
NCU02268	YER157W
NCU02052	YCR042C
NCU02432	YNL227C
NCU16769	YPL207W
NCU01667	YJL088W
NCU03047	YGR005C
NCU07166	YOR340C
NCU08828	YKR009C
NCU09438	YPR189W
NCU06192	YGL095C
NCU00978	YDL028C
NCU09539	YNL081C
NCU01377	YKL022C
NCU00337	YLR002C
NCU00345	YKL033W
NCU00936	YBR006W
NCU08317	YPR162C
NCU03944	YMR092C
NCU02998	YFR047C
NCU02409	YLR386W
NCU00568	YKL100C
NCU01930	YNL147W
NCU00512	YLR127C
NCU01171	YLR274W
NCU07482	YML021C
NCU03557	YEL053C
NCU02539	YPR019W
NCU02702	YDR248C
NCU07626	YDR248C
NCU00501	YPR144C
NCU02066	YOR206W
NCU04182	YOR319W
NCU03274	YCR087C-A
NCU09521	YMR131C
NCU00567	YER069W
NCU01795	YOR091W
NCU08903	YHR072W-A
NCU10043	YGR188C
NCU04738	YIL150C
NCU06217	YPL043W
NCU03526	YDR390C
NCU16651	YOR236W
NCU11313	YJR010C-A
NCU02459	YJR008W
NCU03277	YDR265W
NCU03985	YMR114C
NCU00770	YHL030W
NCU16377	YLR059C
NCU02493	YOR362C
NCU07554	YJL074C
NCU03073	YDR121W
NCU05278	YMR015C
NCU00419	YNL113W
NCU02828	YBL097W
NCU07299	YDL043C
NCU03296	YNL315C
NCU02748	YOR004W
NCU02137	YPL076W
NCU11314	YMR274C
NCU01696	YDR228C
NCU02364	YLR074C
NCU01370	YBR060C
NCU04406	YBR105C
NCU04406	YGR066C
NCU08121	YOR294W
NCU06268	YPL045W
NCU11381	YNR043W
NCU06386	YPL227C
NCU06779	YNL048W
NCU05233	YPL146C
NCU06520	YKR024C
NCU04279	YOR112W
NCU03459	YOL073C
NCU03763	YJR006W
NCU01433	YGR123C
NCU08660	YBR257W
NCU04768	YOR356W
NCU00301	YDL153C
NCU00163	YOR067C
NCU05235	YLR009W
NCU09571	YNL062C
NCU04104	YGL238W
NCU03367	YDR333C
NCU04002	YGR002C
NCU00690	YNL221C
NCU02570	YNL035C
NCU02680	YBR170C
NCU09843	YMR093W
NCU04485	YDR365C
NCU01858	YMR048W
NCU07567	YJL008C
NCU02670	YLR143W
NCU06722	YOL097C
NCU09112	YLR071C
NCU02387	YDR335W
NCU01569	YOL087C
NCU07066	YML095C
NCU06464	YKL056C
NCU07265	YDL098C
NCU11300	YDL008W
NCU00336	YJL109C
NCU03066	YER006W
NCU05644	YHR188C
NCU06033	YDR434W
NCU08952	YLR291C
NCU10270	YCR060W
NCU01806	YDL111C
NCU00527	YPL098C
NCU06839	YOL107W
NCU16337	YPL125W
NCU16791	YMR035W
NCU04190	YPR055W
NCU08031	YPL101W
NCU09838	YPR147C
NCU09700	YJL111W
NCU06272	YMR229C
NCU06322	YJL072C
NCU00114	YDR041W
NCU07956	YOR145C
NCU00504	YDR140W
NCU09814	YDL116W
NCU09380	YDR496C
NCU02839	YDL143W
NCU04840	YPR185W
NCU00880	YKL213C
NCU04448	YDR212W
NCU06333	YPL094C
NCU02104	YAR003W
NCU03809	YHR058C
NCU03051	YLR129W
NCU09249	YEL003W
NCU01257	YKL172W
NCU06278	YNL163C
NCU08595	YKR081C
NCU06409	YNL308C
NCU04378	YLR103C
NCU05781	YJL030W
NCU04407	YOL124C
NCU07171	YDL029W
NCU08021	YFL025C
NCU07174	YCL010C
NCU01644	YDL058W
NCU00133	YML069W
NCU05587	YLR085C
NCU02746	YPR036W
NCU08484	YPR135W
NCU04035	YBL008W
NCU03771	YMR013C
NCU09757	YPL175W
NCU00655	YBR026C
NCU00198	YEL020W-A
NCU10893	YBR252W
NCU08313	YBR153W
NCU01822	YHR012W
NCU00274	YBL088C
NCU06673	YHR144C
NCU06498	YDR482C
NCU00950	YNR015W
NCU07548	YIL061C
NCU07722	YNL207W
NCU03538	YBL055C
NCU03233	YGR183C
NCU07556	YPL082C
NCU09000	YIL097W
NCU00372	YMR259C
NCU09004	YPR016C
NCU09311	YHR070W
NCU03961	YGR145W
NCU02428	YLR186W
NCU09297	YLR272C
NCU05313	YIL065C
NCU01290	YLR175W
NCU05252	YJR070C
NCU02372	YGR001C
NCU03632	YKL019W
NCU01187	YDR283C
NCU06168	YKL191W
NCU07549	YPR100W
NCU03133	YKL099C
NCU09366	YBL041W
NCU08810	YGR033C
NCU03964	YCR054C
NCU02554	YAL002W
NCU11246	YPR105C
NCU00404	YHR088W
NCU08119	YBR202W
NCU04387	YGR020C
NCU01341	YLR298C
NCU09754	YDL120W
NCU04606	YBR055C
NCU00135	YDL142C
NCU07011	YLR409C
NCU00954	YHR075C
NCU03575	YBL076C
NCU01164	YGL207W
NCU03607	YKL218C
NCU06424	YJR122W
NCU00966	YKL207W
NCU02658	YLR243W
NCU07451	YGR264C
NCU01918	YKL013C
NCU00105	YPL211W
NCU09756	YNR038W
NCU11410	YDL017W
NCU10895	YFL003C
NCU08158	YIR026C
NCU03898	YJR102C
NCU01172	YDR027C
NCU00417	YCR063W
NCU11248	YMR149W
NCU04507	YJR072C
NCU03972	YPR108W
NCU03669	YCL054W
NCU00814	YLR181C
NCU07156	YBR248C
NCU02438	YDR148C
NCU07843	YPL002C
NCU05894	YDR449C
NCU01780	YJR055W
NCU06626	YBR097W
NCU11283	YPR085C
NCU11187	YDR292C
NCU04333	YER151C
NCU00977	YJL096W
NCU02494	YBL004W
NCU01613	YBR133C
NCU08410	YMR193W
NCU03409	YKL149C
NCU07266	YLR172C
NCU08005	YDR376W
NCU08505	YCR090C
NCU17251	YKL053C-A
NCU00109	YPR040W
NCU07070	YLR276C
NCU01961	YBL019W
NCU06870	YMR296C
NCU08981	YMR211W
NCU06395	YEL044W
NCU02982	YHR200W
NCU02619	YLR401C
NCU05095	YFL022C
NCU00389	YAL036C
NCU06572	YOR258W
NCU07828	YPR067W
NCU04822	YJR137C
NCU05238	YJR137C
NCU08518	YNL110C
NCU06595	YLR417W
NCU00493	YFR051C
NCU05901	YNL172W
NCU01235	YDL030W
NCU00981	YER126C
NCU07399	YPL236C
NCU08395	YPR082C
NCU07041	YCL059C
NCU06855	YHR156C
NCU06051	YMR073C
NCU09378	YJL140W
NCU06104	YOR006C
NCU05231	YGL231C
NCU02237	YLL035W
NCU06715	YDR407C
NCU00576	YOR253W
NCU06750	YMR132C
NCU00614	YCL045C
NCU02984	YJR014W
NCU11261	YKR063C
NCU02385	YGL232W
NCU04597	YDR005C
NCU00037	YNL317W
NCU00571	YGL242C
NCU07889	YNL118C
NCU01486	YLR384C
NCU03018	YJL069C
NCU00925	YGR103W
NCU04196	YJL125C
NCU06345	YBR223C
NCU03357	YDL190C
NCU03764	YOR272W
NCU01008	YHR148W
NCU01902	YFL017C
NCU09065	YOL034W
NCU02633	YNL286W
NCU05213	YDR108W
NCU03628	YLR222C
NCU06508	YLL031C
NCU04662	YPL149W
NCU02406	YLR336C
NCU07458	YEL058W
NCU04460	YBR018C
NCU04315	YKR071C
NCU02368	YLR088W
NCU02513	YKL151C
NCU02532	YPR066W
NCU05014	YJR142W
NCU08029	YJR142W
NCU00569	YGL127C
NCU03465	YNL024C-A
NCU02207	YIL142W
NCU02675	YOL010W
NCU06057	YJR013W
NCU09745	YOR262W
NCU02963	YML094W
NCU04945	YKL195W
NCU00823	YFR004W
NCU04898	YEL031W
NCU00727	YNR003C
NCU06869	YLR115W
NCU04136	YBR198C
NCU00308	YNL022C
NCU01843	YJL014W
NCU07013	YER139C
NCU07013	YDR066C
NCU01067	YPR025C
NCU06769	YBR087W
NCU05634	YNL297C
NCU08036	YDR416W
NCU06491	YBR231C
NCU06216	YDR325W
NCU04571	YCL031C
NCU04155	YNL232W
NCU05293	YDR083W
NCU00676	YJL180C
NCU11188	YBR136W
NCU07440	YPL022W
NCU08904	YOR056C
NCU05194	YGL201C
NCU02053	YOR346W
NCU06672	YHR171W
NCU08009	YEL032W
NCU09131	YOL041C
NCU04242	YMR080C
NCU00385	YDL004W
NCU02231	YOL093W
NCU00964	YIL128W
NCU09261	YDR489W
NCU02264	YGR078C
NCU00651	YPL096W
NCU09191	YPL009C
NCU01229	YPL086C
NCU08825	YGL091C
NCU00057	YPL215W
NCU01041	YKR087C
NCU00333	YPL051W
NCU00794	YCR072C
NCU02011	YLR347C
NCU08730	YMR224C
NCU04439	YJL033W
NCU02753	YNL253W
NCU06472	YPL001W
NCU06264	YOR005C
NCU01771	YDR004W
NCU08874	YDR472W
NCU08293	YDR305C
NCU06534	YMR247C
NCU03406	YPL046C
NCU02661	YDR404C
NCU08368	YHR062C
NCU10220	YDL166C
NCU06549	YFL060C
NCU06549	YNL334C
NCU06549	YMR095C
NCU02007	YER048W-A
NCU01955	YNR007C
NCU08503	YIL103W
NCU03901	YGL153W
NCU02388	YBR246W
NCU01190	YOR164C
NCU01192	YDL102W
NCU03042	YMR288W
NCU03952	YJR002W
NCU00669	YEL002C
NCU07870	YNL102W
NCU17083	YPL103C
NCU07271	YPL103C
NCU07375	YCR098C
NCU04809	YCR098C
NCU00609	YGL038C
NCU08232	YJR075W
NCU07338	YJR075W
NCU00778	YHR181W
NCU04165	YKL143W
NCU09621	YDL238C
NCU07309	YDL238C
NCU06871	YMR306W
NCU06871	YGR032W
NCU06871	YLR342W
NCU00095	YOL145C
NCU10904	YDL177C
NCU09542	YCR059C
NCU02505	YGL062W
NCU02505	YBR218C
NCU08995	YBR204C
NCU06998	YOR173W
NCU06998	YLR270W
NCU02762	YGR217W
NCU06042	YJR051W
NCU06042	YEL047C
NCU02580	YJR051W
NCU02580	YEL047C
NCU06187	YLR359W
NCU03834	YFL024C
NCU00472	YDR168W
NCU12046	YHL021C
NCU00311	YOR359W
NCU01871	YOR032C
NCU04731	YOR032C
NCU05970	YOR032C
NCU02333	YPL111W
NCU04841	YHL002W
NCU03897	YJL080C
NCU10777	YDR063W
NCU08948	YHR004C
NCU01767	YOR090C
NCU03178	YPL138C
NCU01916	YBR192W
NCU08359	YLR245C
NCU03995	YOR085W
NCU00376	YGR163W
NCU01343	YOL071W
NCU03115	YLR313C
NCU09219	YDR141C
NCU00299	YLR284C
NCU00299	YOR180C
NCU01500	YNL129W
NCU03727	YNL127W
NCU01956	YNL243W
NCU09217	YDR517W
NCU01099	YML121W
NCU01914	YOR357C
NCU16698	YGR080W
NCU04255	YLR238W
NCU04255	YDR200C
NCU00528	YLR238W
NCU00528	YDR200C
NCU01444	YCR027C
NCU03216	YER170W
NCU06713	YJR044C
NCU03818	YIL048W
NCU03423	YLR250W
NCU05891	YMR176W
NCU01465	YPR095C
NCU06091	YDR372C
NCU07579	YGL066W
NCU08027	YER005W
NCU00155	YIL130W
NCU00155	YJL206C
NCU06656	YIL130W
NCU06656	YJL206C
NCU06028	YIL130W
NCU06028	YJL206C
NCU05383	YIL130W
NCU05383	YJL206C
NCU07139	YIL130W
NCU07139	YJL206C
NCU02235	YLR057W
NCU03134	YLR057W
NCU01059	YLR057W
NCU09028	YLR057W
NCU05836	YLR057W
NCU07067	YLR057W
NCU06351	YDL024C
NCU06351	YHR215W
NCU06351	YAR071W
NCU06351	YBR093C
NCU06351	YBR092C
NCU03255	YDL024C
NCU03255	YHR215W
NCU03255	YAR071W
NCU03255	YBR093C
NCU03255	YBR092C
NCU11364	YGL039W
NCU11364	YGL157W
NCU11364	YOL151W
NCU11364	YDR541C
NCU03358	YGL039W
NCU03358	YGL157W
NCU03358	YOL151W
NCU03358	YDR541C
NCU06951	YGL039W
NCU06951	YGL157W
NCU06951	YOL151W
NCU06951	YDR541C
NCU04033	YKL162C-A
NCU04033	YJL158C
NCU04033	YJL160C
NCU04033	YJL159W
NCU04033	YKL163W
NCU04033	YKL164C
NCU05492	YOR378W
NCU09172	YMR279C
NCU09172	YML116W
NCU04418	YMR279C
NCU04418	YML116W
NCU05735	YMR279C
NCU05735	YML116W
NCU00580	YJR019C
NCU02147	YDR049W
NCU07472	YNR030W
NCU02217	YHR116W
NCU04068	YHR147C
NCU05287	YLR439W
NCU09320	YER055C
NCU04461	YER044C
NCU02624	YHR007C
NCU07851	YMR038C
NCU07560	YNL252C
NCU06663	YDR302W
NCU07807	YKL060C
NCU07076	YNR067C
NCU07076	YLR144C
NCU08938	YER142C
NCU03006	YML008C
NCU00843	YDR408C
NCU00360	YLR290C
NCU00077	YMR106C
NCU04652	YPL195W
NCU06568	YOL069W
NCU01163	YKL069W
NCU09930	YNL256W
NCU07725	YPR060C
NCU06875	YJR074W
NCU07471	YIL034C
NCU06360	YIL116W
NCU00134	YKL205W
NCU09610	YOR165W
NCU09500	YOR144C
NCU09302	YDL156W
NCU07395	YKL017C
NCU06684	YDL167C
NCU07837	YJR035W
NCU06215	YJL062W
NCU08806	YDR076W
NCU01666	YCL009C
NCU09600	YDL086W
NCU02228	YGL155W
NCU10048	YBR176W
NCU04111	YLR361C
NCU06552	YBL082C
NCU07999	YKL165C
NCU06512	YER091C
NCU06394	YNL059C
NCU05620	YFL007W
NCU02481	YPR006C
NCU04230	YER065C
NCU04293	YML067C
NCU01300	YOR202W
NCU04579	YJR016C
NCU03303	YMR067C
NCU03817	YML050W
NCU09793	YGL251C
NCU02531	YGR099W
NCU00968	YOL031C
NCU00021	YMR012W
NCU03899	YIL144W
NCU02255	YGR216C
NCU08919	YGL150C
NCU07492	YPL183C
NCU10483	YML005W
NCU02296	YIR027C
NCU06497	YLR215C
NCU02456	YKR050W
NCU02456	YJL129C
NCU06449	YKR050W
NCU06449	YJL129C
NCU02969	YBR183W
NCU02969	YPL087W
NCU03836	YKR038C
NCU09048	YMR268C
NCU08409	YGL026C
NCU03748	YNR050C
NCU02935	YML036W
NCU05385	YPL164C
NCU06859	YDR527W
NCU00894	YKR016W
NCU03718	YGR036C
NCU06966	YGR203W
NCU07334	YBR021W
NCU07334	YIR028W
NCU07334	YBL042C
NCU00193	YGL142C
