Synpcc7942_1294	CHLRE16g665364v5
Synpcc7942_0198	CHLRE16g671000v5
Synpcc7942_0941	CHLRE08g372250v5
Synpcc7942_0165	CHLRE05g237050v5
Synpcc7942_0097	CHLRE07g325500v5
Synpcc7942_2137	CHLRE07g325500v5
Synpcc7942_1340	CHLRE01g039650v5
Synpcc7942_1340	CHLRE01g039750v5
Synpcc7942_2564	CHLRE17g715250v5
Synpcc7942_1984	CHLRE02g095092v5
Synpcc7942_0896	CHLRE12g522950v5
Synpcc7942_1833	CHLRE12g522950v5
Synpcc7942_1943	CHLRE12g488500v5
Synpcc7942_1943	CHLRE03g184500v5
Synpcc7942_1677	CHLRE07g346800v5
Synpcc7942_2406	CHLRE07g346800v5
Synpcc7942_1090	CHLRE03g154600v5
Synpcc7942_1090	CHLRE15g636050v5
Synpcc7942_0484	CHLRE07g348750v5
Synpcc7942_0484	CHLRE17g712350v5
Synpcc7942_0366	CHLRE01g035950v5
Synpcc7942_1579	CHLRE03g187500v5
Synpcc7942_0206	CHLRE03g188800v5
Synpcc7942_1807	CHLRE03g189500v5
Synpcc7942_0205	CHLRE03g189500v5
Synpcc7942_1807	CHLRE03g189450v5
Synpcc7942_0205	CHLRE03g189450v5
Synpcc7942_1372	CHLRE06g250902v5
Synpcc7942_1681	CHLRE06g257000v5
Synpcc7942_1722	CHLRE06g257000v5
Synpcc7942_1686	CHLRE06g257000v5
Synpcc7942_2414	CHLRE06g286300v5
Synpcc7942_2414	CHLRE06g286350v5
Synpcc7942_0993	CHLRE06g296750v5
Synpcc7942_1709	CHLRE06g296750v5
Synpcc7942_0107	CHLRE06g296750v5
Synpcc7942_1682	CHLRE07g348600v5
Synpcc7942_1407	CHLRE07g348600v5
Synpcc7942_1687	CHLRE07g348600v5
Synpcc7942_2079	CHLRE09g396700v5
Synpcc7942_2079	CHLRE17g709850v5
Synpcc7942_0420	CHLRE10g440950v5
Synpcc7942_1745	CHLRE11g467679v5
Synpcc7942_1745	CHLRE12g521851v5
Synpcc7942_0390	CHLRE12g512950v5
Synpcc7942_B2622	CHLRE12g512950v5
Synpcc7942_1809	CHLRE16g691800v5
Synpcc7942_1810	CHLRE12g531900v5
Synpcc7942_1688	CHLRE14g616900v5
Synpcc7942_1532	CHLRE14g616900v5
Synpcc7942_1685	CHLRE14g616900v5
Synpcc7942_2036	CHLRE24g755597v5
Synpcc7942_2035	CHLRE24g755597v5
Synpcc7942_2018	CHLRE10g430150v5
Synpcc7942_0343	CHLRE05g243800v5
Synpcc7942_1359	CHLRE11g468700v5
Synpcc7942_2274	CHLRE05g242000v5
Synpcc7942_1826	CHLRE10g435800v5
Synpcc7942_1979	CHLRE19g750247v5
Synpcc7942_1840	CHLRE17g721700v5
Synpcc7942_1616	CHLRE08g358540v5
Synpcc7942_0341	CHLRE09g401350v5
Synpcc7942_0222	CHLRE14g628500v5
Synpcc7942_0378	CHLRE06g268200v5
Synpcc7942_1730	CHLRE17g715500v5
Synpcc7942_1274	CHLRE12g524300v5
Synpcc7942_2269	CHLRE07g340150v5
Synpcc7942_1614	CHLRE01g030050v5
Synpcc7942_0805	CHLRE10g442950v5
Synpcc7942_1250	CHLRE09g412100v5
Synpcc7942_2266	CHLRE06g292100v5
Synpcc7942_1995	CHLRE13g576650v5
Synpcc7942_0977	CHLRE12g554800v5
Synpcc7942_1737	CHLRE12g513950v5
Synpcc7942_1219	CHLRE06g299000v5
Synpcc7942_0174	CHLRE13g572000v5
Synpcc7942_0322	CHLRE13g575000v5
Synpcc7942_0806	CHLRE03g175800v5
Synpcc7942_1503	CHLRE12g502950v5
Synpcc7942_1059	CHLRE01g004450v5
Synpcc7942_1329	CHLRE03g182150v5
Synpcc7942_1673	CHLRE08g382300v5
Synpcc7942_1366	CHLRE04g219787v5
Synpcc7942_0954	CHLRE12g552850v5
Synpcc7942_1455	CHLRE04g216950v5
Synpcc7942_0425	CHLRE01g015400v5
Synpcc7942_1170	CHLRE12g503550v5
Synpcc7942_0921	CHLRE08g376450v5
Synpcc7942_0012	CHLRE12g520600v5
Synpcc7942_0350	CHLRE16g658526v5
Synpcc7942_0144	CHLRE03g207000v5
Synpcc7942_0690	CHLRE17g696400v5
Synpcc7942_1435	CHLRE16g659050v5
Synpcc7942_0133	CHLRE09g407450v5
Synpcc7942_2312	CHLRE12g527950v5
Synpcc7942_1916	CHLRE10g444550v5
Synpcc7942_0385	CHLRE01g050950v5
Synpcc7942_2204	CHLRE08g365400v5
Synpcc7942_0257	CHLRE06g294800v5
Synpcc7942_1578	CHLRE03g145887v5
Synpcc7942_0545	CHLRE05g234750v5
Synpcc7942_1734	CHLRE03g193950v5
Synpcc7942_0126	CHLRE06g294950v5
Synpcc7942_1794	CHLRE06g278249v5
Synpcc7942_2214	CHLRE16g681900v5
Synpcc7942_1555	CHLRE13g562850v5
Synpcc7942_2462	CHLRE02g098150v5
Synpcc7942_1187	CHLRE09g399626v5
Synpcc7942_2202	CHLRE04g217903v5
Synpcc7942_1278	CHLRE04g217932v5
Synpcc7942_0310	CHLRE02g145050v5
Synpcc7942_1096	CHLRE05g240850v5
Synpcc7942_0330	CHLRE01g049600v5
Synpcc7942_0197	CHLRE01g007737v5
Synpcc7942_0652	CHLRE06g264250v5
Synpcc7942_0042	CHLRE06g265800v5
Synpcc7942_1595	CHLRE12g519100v5
Synpcc7942_2044	CHLRE17g738200v5
Synpcc7942_1758	CHLRE01g043000v5
Synpcc7942_2472	CHLRE05g241450v5
Synpcc7942_0627	CHLRE06g278117v5
Synpcc7942_2179	CHLRE10g448650v5
Synpcc7942_1330	CHLRE12g547100v5
Synpcc7942_1917	CHLRE12g507950v5
Synpcc7942_1512	CHLRE07g314150v5
Synpcc7942_1258	CHLRE10g464250v5
Synpcc7942_1590	CHLRE17g702500v5
Synpcc7942_1486	CHLRE17g720183v5
Synpcc7942_2062	CHLRE08g358538v5
Synpcc7942_1736	CHLRE07g339700v5
Synpcc7942_2340	CHLRE16g658450v5
Synpcc7942_0145	CHLRE03g167400v5
Synpcc7942_1520	CHLRE12g494750v5
Synpcc7942_0412	CHLRE01g000850v5
Synpcc7942_0506	CHLRE02g093950v5
Synpcc7942_1077	CHLRE01g007050v5
Synpcc7942_0351	CHLRE16g694400v5
Synpcc7942_2341	CHLRE12g533950v5
Synpcc7942_0319	CHLRE10g428900v5
Synpcc7942_0340	CHLRE12g556150v5
Synpcc7942_1495	CHLRE12g528050v5
Synpcc7942_2364	CHLRE13g578012v5
Synpcc7942_1480	CHLRE13g566300v5
Synpcc7942_2559	CHLRE12g556050v5
Synpcc7942_2457	CHLRE10g433000v5
Synpcc7942_1885	CHLRE03g206550v5
Synpcc7942_2084	CHLRE06g294750v5
Synpcc7942_1927	CHLRE05g237400v5
Synpcc7942_1496	CHLRE01g015000v5
Synpcc7942_1883	CHLRE05g246800v5
Synpcc7942_0398	CHLRE12g519300v5
Synpcc7942_1408	CHLRE14g625450v5
Synpcc7942_1832	CHLRE05g233950v5
Synpcc7942_0289	CHLRE12g517900v5
Synpcc7942_0321	CHLRE07g357350v5
Synpcc7942_0411	CHLRE12g528700v5
Synpcc7942_0607	CHLRE12g547850v5
Synpcc7942_1232	CHLRE11g467689v5
Synpcc7942_1735	CHLRE15g643600v5
Synpcc7942_1485	CHLRE07g357300v5
Synpcc7942_0335	CHLRE11g467569v5
Synpcc7942_2510	CHLRE04g218700v5
Synpcc7942_2342	CHLRE12g486300v5
Synpcc7942_1983	CHLRE12g509650v5
Synpcc7942_1528	CHLRE12g555400v5
Synpcc7942_0875	CHLRE02g144850v5
Synpcc7942_0439	CHLRE12g498550v5
Synpcc7942_1262	CHLRE17g744997v5
Synpcc7942_1416	CHLRE10g442850v5
Synpcc7942_0333	CHLRE11g481450v5
Synpcc7942_0698	CHLRE06g291650v5
Synpcc7942_0578	CHLRE16g656400v5
Synpcc7942_1639	CHLRE03g164150v5
Synpcc7942_0088	CHLRE24g755847v5
Synpcc7942_0853	CHLRE17g734200v5
Synpcc7942_0073	CHLRE08g372950v5
Synpcc7942_0355	CHLRE02g145000v5
Synpcc7942_2089	CHLRE12g493150v5
Synpcc7942_1627	CHLRE07g338350v5
Synpcc7942_0549	CHLRE17g712400v5
Synpcc7942_1525	CHLRE07g335200v5
Synpcc7942_0560	CHLRE16g687550v5
Synpcc7942_1839	CHLRE07g313550v5
Synpcc7942_0928	CHLRE09g388097v5
Synpcc7942_0477	CHLRE12g557050v5
Synpcc7942_1178	CHLRE06g273700v5
Synpcc7942_2352	CHLRE05g237450v5
Synpcc7942_1874	CHLRE10g417650v5
Synpcc7942_1930	CHLRE17g739550v5
Synpcc7942_2017	CHLRE01g052400v5
Synpcc7942_0404	CHLRE01g010864v5
Synpcc7942_2053	CHLRE10g423300v5
Synpcc7942_2067	CHLRE09g389400v5
Synpcc7942_2259	CHLRE03g191950v5
Synpcc7942_1022	CHLRE01g000900v5
Synpcc7942_1197	CHLRE13g602350v5
Synpcc7942_0267	CHLRE09g394584v5
Synpcc7942_1452	CHLRE07g317908v5
Synpcc7942_1500	CHLRE09g396735v5
Synpcc7942_0323	CHLRE07g357800v5
Synpcc7942_2524	CHLRE01g001750v5
Synpcc7942_0572	CHLRE10g466500v5
Synpcc7942_1897	CHLRE17g729650v5
Synpcc7942_0988	CHLRE12g490500v5
Synpcc7942_0713	CHLRE12g490350v5
Synpcc7942_1513	CHLRE12g546050v5
Synpcc7942_1846	CHLRE16g683050v5
Synpcc7942_1019	CHLRE03g181500v5
Synpcc7942_2407	CHLRE17g697050v5
Synpcc7942_0525	CHLRE08g368950v5
Synpcc7942_0475	CHLRE16g650100v5
Synpcc7942_1956	CHLRE12g484000v5
Synpcc7942_2343	CHLRE03g165100v5
Synpcc7942_1122	CHLRE10g462950v5
Synpcc7942_2227	CHLRE13g580850v5
Synpcc7942_1656	CHLRE01g045700v5
Synpcc7942_1173	CHLRE01g050900v5
Synpcc7942_0270	CHLRE01g050900v5
Synpcc7942_0899	CHLRE06g278105v5
Synpcc7942_0899	CHLRE02g147000v5
Synpcc7942_0935	CHLRE03g155501v5
Synpcc7942_1413	CHLRE03g155501v5
Synpcc7942_0255	CHLRE12g550468v5
Synpcc7942_0255	CHLRE03g167250v5
Synpcc7942_1108	CHLRE06g285401v5
Synpcc7942_2248	CHLRE06g285401v5
Synpcc7942_1000	CHLRE06g295100v5
Synpcc7942_1652	CHLRE09g390801v5
Synpcc7942_0877	CHLRE09g390801v5
Synpcc7942_0010	CHLRE09g394954v5
Synpcc7942_0619	CHLRE09g394954v5
Synpcc7942_0863	CHLRE17g699000v5
Synpcc7942_0863	CHLRE09g396650v5
Synpcc7942_1819	CHLRE09g402150v5
Synpcc7942_1186	CHLRE09g402150v5
Synpcc7942_1161	CHLRE10g449800v5
Synpcc7942_1162	CHLRE10g449800v5
Synpcc7942_1226	CHLRE12g522050v5
Synpcc7942_0375	CHLRE12g522050v5
Synpcc7942_2572	CHLRE01g004000v5
Synpcc7942_2102	CHLRE01g006100v5
Synpcc7942_2365	CHLRE01g006150v5
Synpcc7942_1914	CHLRE01g013350v5
Synpcc7942_0221	CHLRE01g032700v5
Synpcc7942_1168	CHLRE01g035100v5
Synpcc7942_1622	CHLRE01g052601v5
Synpcc7942_1972	CHLRE01g055151v5
Synpcc7942_2384	CHLRE02g095137v5
Synpcc7942_2040	CHLRE02g096050v5
Synpcc7942_0707	CHLRE02g105150v5
Synpcc7942_2181	CHLRE02g115050v5
Synpcc7942_1188	CHLRE02g146550v5
Synpcc7942_1228	CHLRE03g185800v5
Synpcc7942_0268	CHLRE03g186000v5
Synpcc7942_0091	CHLRE04g216650v5
Synpcc7942_2578	CHLRE04g219851v5
Synpcc7942_1949	CHLRE04g221250v5
Synpcc7942_2540	CHLRE05g246900v5
Synpcc7942_1381	CHLRE06g265100v5
Synpcc7942_1828	CHLRE06g269000v5
Synpcc7942_2512	CHLRE06g278142v5
Synpcc7942_1269	CHLRE06g288050v5
Synpcc7942_2200	CHLRE06g295550v5
Synpcc7942_2562	CHLRE06g301650v5
Synpcc7942_0379	CHLRE07g323600v5
Synpcc7942_0544	CHLRE07g325755v5
Synpcc7942_0462	CHLRE07g329650v5
Synpcc7942_0505	CHLRE07g338451v5
Synpcc7942_0898	CHLRE07g346450v5
Synpcc7942_1779	CHLRE07g347600v5
Synpcc7942_1602	CHLRE07g352300v5
Synpcc7942_1940	CHLRE07g354150v5
Synpcc7942_0173	CHLRE08g376100v5
Synpcc7942_2161	CHLRE09g386754v5
Synpcc7942_0376	CHLRE10g443850v5
Synpcc7942_1306	CHLRE10g453000v5
Synpcc7942_0054	CHLRE10g455190v5
Synpcc7942_1955	CHLRE12g501550v5
Synpcc7942_1527	CHLRE12g512400v5
Synpcc7942_1855	CHLRE12g521400v5
Synpcc7942_0387	CHLRE12g547000v5
Synpcc7942_0258	CHLRE12g547400v5
Synpcc7942_1609	CHLRE12g549427v5
Synpcc7942_0945	CHLRE12g561450v5
Synpcc7942_1225	CHLRE13g587100v5
Synpcc7942_1026	CHLRE14g627150v5
Synpcc7942_0828	CHLRE15g641600v5
Synpcc7942_2015	CHLRE16g656100v5
Synpcc7942_1504	CHLRE17g709300v5
Synpcc7942_0559	CHLRE17g715000v5
Synpcc7942_1263	CHLRE17g722250v5
Synpcc7942_1601	CHLRE17g733174v5
Synpcc7942_0686	CHLRE17g741250v5
